id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes
cross_model_human-134aa46ee3f1baf6,"From Dr Ndeye FROM THE DESK OF DR.MOHAMED NDEYE AUDITOR, FEDERAL MINISTRY OF HEALTH AND SOCIAL SERVICES, DAKAR SENEGAL. DEAR FRIEND. LETTER FOR URGENT ASSISTANCE ON FUND TRANSFER First,i must solicit your strictest confidence in this transaction.This by viture of its nature as being utterly confidential and TOP SECRET. I got your contact in our search for a foriegn partner who has the ability and reliability to prosecute a transaction of great magnitude involving a pending business transaction requiring maximum confidence. We are top officials of the Federal Ministry of Health and social services Dakar Senegal, We are intrested in ivestments in your country with funds which are presently trapped here Senegal in other to commence this business we solicit your assistance to enable us transfer into your account the said trapped funds. The source of this fund is as follows: During our last year Auditing, we find out that some government officials set up companies and awarded themselves contracts which were grossly over invoiced in various Ministries, We also identified a lot of inflated contracts funds which are presently Deposited in a BANK here in Dakar However,by virture of our position as civil servants and members of the panel ,we cannot acquire this money in our name.I have therefore ,been delegated as a matter of trust by my colleagues of the panel to look for an overseas patner into whose account we would transfer the total sum of USD$25,500,000.00 [TWENTY FIVE MILLION,FIVE HUNDRED THOUSAND UNITED STATES DOLLARS]. Hence we are writting you this letter.We agreed to share the money thus: [1] 20% FOR THE ACCOUNT OWNER [YOU] [2] 80% FOR US [THEOFFICALS] It is from the 80% that we wish to commense investments in your country as you will also stand as our foriegn agent over there.Please note that this transaction is 100% safe and we hope to commense the transaction latest seven[7]days from the date of the receipt of the following information bellow. [A] COMPANYS NAME BENEFICIARY OF ACCOUNT. [B] YOUR PERSONAL TELEPHONE NUMBER AND FAX NUMBERS. [C] BANK ACCOUNT/SORT/ABA/ROUTING NUMBERS WHICH THE FUND WILL BE TRANSFERED TO . [D]YOUR BANK ADDRESS,TELEPHONE NUMBERS/FAX NUMBERS. The above information will enable us commense the transfer of this funds into your account in your country without delay and also to open an account in your name. We are looking forward to doing this business with you and solict your confidentiality in this transaction. Please acknowledge the receipt of this letter using the above email address,I will bring you into the complete picture of this pending project when i hear from you. With Kind regards, DR.MOHAMED NDEYE",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|transaction|transfer,,transfer_money,financial_transfer,FALSE,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.964583743,phishing,call_number,invoice_or_payment,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-09dc13a1240055d3,"genesis academe mammalian geochemical genesis crouch mammalian handwritten? colleague, mammalian intelligentsia. scribble academe inure realty publish bangle, greed genesis bangle greed academe academe. bangle archfool phonic scribble j boat? downey, psychic genesis. livestock livestock j scribble surtax corny, berlin card intelligentsia berlin freeway academe. crouch bianco bimini j softwood gauguin? inure, allemand melt. geochemical softwood.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,card,,unknown,unknown,FALSE,,upstream_source=CEAS_08;package_authorship=human;all_rows_phishing,0,0.451410871,non_phishing,unknown,generic_bank_alert,boa,no,possible_false_negative;low_model_confidence_for_phishing;brand_or_payment_mention;,,,,,
cross_model_human-023a95398093955f,"American Express: New Message, Please read 8ubxhQCcP Dear Member, You have an urget message regarding your card services visit our secure server below to read. hxxp://profkon[.]co[.]za//www[.]americanexpress[.]com/3etpw3zplQhqbcVmYpFZnptxvog1MEMETKRzkhtizwYymz8NKwfxSZrUYWVwhx2o2SwKM5Qba2h98HkXoGT2bKRMKTl4IutHA79OtUNMF0CcRGRXpmxBZdrc2frIutCubhPuRGxnR3IOyEB8Rm2zj9kLHxKCqF7PIxlr5rihN9L9Y6qV2wLGSbAVRzq3vtjyTuqN0oem28qGVKAJDC407pT4bFGsTNyCexyoIg6iDfRrdzoess5Q7gWwf4WKKmgBbp3i99p8NDuhKiI49avvt8UxIajpqmaSLXgrj0xcr6CIQh4aTIh6rEyxum8UubKzBS5CE22hgSLqKjQfVHCoU5vfhR74u6OFgI6urBztgFaGvCaDD8s2DvjpbDD7jfC5g5EMqP8bRGE9d1ebnpn0Xz96KX4pp Note: Failure to take action will result to termination of your card services. Thanks you. American Express Team. 3etpw3zplQhqbcVmYpFZnptxvog1MEMETKRzkhtizwYymz8NKwfxSZrUYWVwhx2o2SwKM5Qba2h98HkXoGT2bKRMKTl4IutHA79OtUNMF0CcRGRXpmxBZdrc2frIutCubhPuRGxnR3IOyEB8Rm2zj9kLHxKCqF7PIxlr5rihN9L9Y6qV2wLGSbAVRzq3vtjyTuqN0oem28qGVKAJDC407pT4bFGsTNyCexyoIg6iDfRrdzoess5Q7gWwf4WKKmgBbp3i99p8NDuhKiI49avvt8UxIajpqmaSLXgrj0xcr6CIQh4aTIh6rEyxum8UubKzBS5CE22hgSLqKjQfVHCoU5vfhR74u6OFgI6urBztgFaGvCaDD8s2DvjpbDD7jfC5g5EMqP8bRGE9d1ebnpn0Xz96KX4pp",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,card|American Express,American Express,unknown,unknown,TRUE,hxxp://profkon[.]co[.]za//www[.]americanexpress[.]com/3etpw3zplQhqbcVmYpFZnptxvog1MEMETKRzkhtizwYymz8NKwfxSZrUYWVwhx2o2SwKM5Qba2h98HkXoGT2bKRMKTl4IutHA79OtUNMF0CcRGRXpmxBZdrc2frIutCubhPuRGxnR3IOyEB8Rm2zj9kLHxKCqF7PIxlr5rihN9L9Y6qV2wLGSbAVRzq3vtjyTuqN0oem28qGVKAJDC407pT4bFGsTNyCexyoIg6iDfRrdzoess5Q7gWwf4WKKmgBbp3i99p8NDuhKiI49avvt8UxIajpqmaSLXgrj0xcr6CIQh4aTIh6rEyxum8UubKzBS5CE22hgSLqKjQfVHCoU5vfhR74u6OFgI6urBztgFaGvCaDD8s2DvjpbDD7jfC5g5EMqP8bRGE9d1ebnpn0Xz96KX4pp,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.861734624,phishing,click_link,security_update,american express,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-36a39bb0fb638f8d,"Help Fred Langa discover North America [Newsletter Comp Version] A new issue of the Windows Secrets Newsletter is now available. Please visit: hxxp://WindowsSecrets[.]com/comp/070419 If you're having any problems with your subscription, please let me know using the contact page shown below. Thanks, Brian Livingston Editorial Director, Windows Secrets Newsletter hxxp://WindowsSecrets[.]com/contact ____________________________________________________________ You subscribed using the address [EMAIL] Your reader number is [PHONE] To change your delivery address or other settings, visit your preferences page: hxxp://WindowsSecrets[.]com/prefs/?r=[PHONE]&e=langa2@speedy[.]uwaterloo[.]ca To unsubscribe [EMAIL] from the Windows Secrets Newsletter: Visit hxxp://WindowsSecrets[.]com/unsubscribe OR Send a blank e-mail to [EMAIL] with ""leave [EMAIL]"" as the subject line. All subscribers are covered by our Ironclad Privacy Guarantee: 1. We will never sell, rent, or give away your address to any outside party, ever; 2. We will never send you any other unrequested e-mail, besides newsletter updates; and 3. All unsubscribe requests are always honored immediately, period. The Windows Secrets Newsletter is published weekly on the 1st through 4th Thursdays of each month, plus occasional news updates. Vacation breaks occur in late August, Thanksgiving Week, and Christmas/New Year's. Publisher: WindowsSecrets.com LLC, 300 Queen Anne Ave. N. #456, Seattle, WA 98109 USA.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,Discover,Discover,click_link,link_navigation,TRUE,hxxp://WindowsSecrets[.]com/comp/070419|hxxp://WindowsSecrets[.]com/contact|hxxp://WindowsSecrets[.]com/prefs/?r=[PHONE]&e=langa2@speedy[.]uwaterloo[.]ca|hxxp://WindowsSecrets[.]com/unsubscribe,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.865423491,phishing,click_link,unknown,discover,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-81cdcadd1b89c95e,"Urgent Action Required: Address Discrepancy for Your Premium Delivery Dear Valued Customer, Our Returns and Redelivery Processing Centre has identified a critical issue with your recent high-value shipment, order #DRV-7842-BL9. During the final dispatch verification, we detected a mismatch between the shipping address on file and the secure delivery instructions attached to this premium consignment. To ensure the security and timely receipt of your item—a package requiring signature confirmation—we have placed a temporary hold at our regional sorting facility. This hold will remain in effect for 48 hours to allow for address confirmation. You must verify and correct your delivery details to schedule a redelivery. Please click the secure link below to access our delivery management portal and resolve this matter promptly: [ hxxps://secure-redelivery-portal[.]com/customer/verify/DRV7842BL9 ] For security reasons, please complete this verification within the next 24 hours. Failure to do so will result in the shipment being rerouted to our returns centre, potentially incurring a restocking fee and delaying your receipt by 7-10 business days. If you did not initiate a shipment matching this description, please contact our Fraud Prevention team immediately at [PHONE]. Thank you for your prompt cooperation. Sincerely, Regional Returns Processing Centre Customer Dispatch Integrity Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,fraud|security|verify,,click_link,link_navigation,TRUE,hxxps://secure-redelivery-portal[.]com/customer/verify/DRV7842BL9,generator=deepseek3.2;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.98022537,phishing,click_link,suspicious_activity,,yes,url_like_pattern;,,,,,
cross_model_llm-fc9248a213aab893,"Urgent Action Required: Complete Your MFA Enrollment & Install Mandatory Security Update Dear Employee, Our IT security team has identified your account as pending completion of the new Multi-Factor Authentication (MFA) enrollment, which is now mandatory for all corporate systems. This is a critical step to protect company data and ensure compliance with our updated security policy. To finalize your enrollment and maintain uninterrupted access to email, network drives, and internal applications, you must install the latest mandatory security update package. This update includes the new authenticator application and required configuration files. **Required Action:** Please click the link below to download and run the official IT security update installer. The process is automated and should take less than five minutes. Your system may require a restart. [Install Security Update Now](hxxp://portal-it-updates[.]secure-helpdesk[.]net/download/mfa-enroll-v2[.]4[.]exe) If you experience any issues with the installation, please contact the IT Helpdesk immediately at +1-800-XXX-XXXX or reply to this email from your corporate account. Failure to complete this action within 24 hours will result in temporary suspension of your account access to prevent security vulnerabilities. Thank you for your prompt cooperation in keeping our corporate environment secure. Sincerely, Corporate IT Helpdesk IT Security & Compliance [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,account|security,,click_link,link_navigation,TRUE,hxxp://portal-it-updates[.]secure-helpdesk[.]net/download/mfa-enroll-v2[.]4[.]exe,generator=deepseek3.2;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.988251012,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,
cross_model_llm-904d9e84ea4fc914,"Missed Delivery Attempt - Reschedule for Today Dear Valued Customer, We attempted to deliver a parcel to your address earlier today, but unfortunately, our driver was unable to complete the delivery as no one was available to receive the package. We understand the importance of receiving your parcel in a timely manner and are more than happy to reschedule the delivery for a more convenient time today. To ensure that we can successfully deliver your parcel, we need to confirm your delivery address. Please verify that the address we have on file is correct: 123 Main Street, Anytown, USA 12345. If this address is incorrect, please reply to this email with your updated address, and we will make the necessary adjustments. Our same-day delivery service is available until 6 PM today, and we have several time slots available. Once we confirm your address, we will provide you with a list of available time slots to choose from. Please respond to this email at your earliest convenience so we can arrange for a successful delivery. If you have any questions or concerns, please do not hesitate to contact our support team at +1-800-XXX-XXXX or email us at support@delivery-portal.com. We appreciate your prompt attention to this matter and look forward to delivering your parcel today. Thank you for choosing our delivery services. Best regards, The Delivery Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,verify,,reply,contact_request,FALSE,,generator=llama-3.3-70b;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.973439775,phishing,verify_account,fake_support,,yes,url_like_pattern;,,,,,
cross_model_llm-864538c8a06d07d9,"Important: Immediate Action Required to Secure Your Cloud-Storage Account Dear User, We are contacting you regarding a recent security incident that may have affected your cloud-storage account associated with your email address. Our automated monitoring systems detected suspicious login activity from an unrecognized device on June 13th, 2024 at 02:47 AM UTC. As a precaution, we have temporarily restricted access to your account to prevent unauthorized changes or data loss. In order to restore full access and ensure your information remains secure, we require you to complete a mandatory password rotation and identity verification process. Please follow the secure link below to verify your identity and create a new password: hxxps://cloudstorage-verifyportal[.]com/security-update Failure to complete this process within 24 hours may result in continued access restrictions and potential loss of stored data. For your protection, do not reply to this email with your password or account details. If you have any questions or believe you have received this message in error, please contact our support team at support@cloudstorage-help.com. Thank you for your prompt attention to this matter. Sincerely, CloudStorage Support Team [EMAIL] [PHONE]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,account|security|suspicious|verify|login|password,,verify_account,account_verification,TRUE,hxxps://cloudstorage-verifyportal[.]com/security-update,generator=gpt-4.1;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.986915539,phishing,verify_account,account_locked,,yes,url_like_pattern;,,,,,
cross_model_llm-03d6874adac71aa6,"Action Required: Password Expiry Notice - Immediate Update Needed Dear User, Our records indicate that your account password is set to expire within the next 24 hours. As part of YourBank’s ongoing commitment to protecting your information, we require all users to install the latest security update before resetting their passwords. To ensure uninterrupted access to your account and compliance with our security policies, please follow the steps below: 1. Click the link below to download the mandatory security update: hxxps://your-bank-portal[.]com/security-update 2. After installation, you will be prompted to reset your password. Failure to complete this process within the specified timeframe may result in temporary suspension of your account. If you experience any issues, please contact our IT Support team at [EMAIL] or call +1-800-XXX-XXXX. Thank you for your cooperation in keeping your account secure. Best regards, Identity & Access Management Team YourBank",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|security|password,,click_link,link_navigation,TRUE,hxxps://your-bank-portal[.]com/security-update,generator=gpt-4.1;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.989090449,phishing,click_link,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-e36a25306fccd9e8,"Urgent Action Required: Your Mailbox Quota Exceeded Dear Employee, Our automated monitoring system has flagged that your corporate mailbox is currently at 98% of its allocated storage capacity. To ensure the continuous delivery of essential business communications and prevent service interruption, immediate action is required. If your mailbox exceeds its quota, you will be unable to send or receive new emails. This may result in missed critical updates, client communications, and internal directives. To resolve this issue and initiate a quota extension, you must first verify your account identity. This is a mandatory security step to protect company data. Please click the link below within the next 24 hours to complete a brief identity verification form. This will direct you to the secure IT Support Portal. Verification Link: hxxps://it-support-portal[.]verify-id[.]com/form/quota-extension-request After successful verification, our team will process your storage increase request. The process is typically completed within one business hour. For security, please do not reply to this automated message. If you encounter issues with the link, you may contact the IT Helpdesk at extension 4357 (HELP) or [PHONE]. Thank you for your prompt attention to this matter. Sincerely, Corporate IT Helpdesk Global Infrastructure Support hxxps://it-portal[.]corporatenet[.]com",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,account|security|verify,,verify_account,account_verification,TRUE,hxxps://it-support-portal[.]verify-id[.]com/form/quota-extension-request|hxxps://it-portal[.]corporatenet[.]com,generator=deepseek3.2;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.970224212,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,
cross_model_llm-895c16ca5dd74b87,"Urgent: Security Incident - Immediate Action Required Dear Valued User, We are writing to inform you of a recent security incident that may have compromised your account security. Our monitoring systems have detected unusual activity on our network, and as a precautionary measure, we are requiring all users to rotate their passwords immediately. To ensure the security of your account, we have initiated a mandatory password reset process. However, before you can access your account again, we need you to review and approve a pending sign-in request. This is a standard security protocol to verify your identity and prevent any potential unauthorized access. To approve the sign-in request, please click on the following link: hxxps://your-bank-portal[.]com/signin-request[.] You will be prompted to review the request details and confirm your identity. This process should only take a few minutes to complete. If you have any questions or concerns, please do not hesitate to contact our IT support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you. Please note that this is a time-sensitive matter, and we urge you to take immediate action to protect your account. Your prompt attention to this matter is greatly appreciated. Thank you for your cooperation and understanding. Best regards, The IT Support Team [EMAIL] +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|security|verify|password,,verify_account,account_verification,TRUE,hxxps://your-bank-portal[.]com/signin-request,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.993218323,phishing,click_link,suspicious_activity,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-a5e0dc8f3e032201,"Action Required: Address Verification Needed for Your Recent Shipment Dear Customer, We are contacting you from the Returns Processing Centre regarding your recent high-value shipment. During our routine quality checks, we discovered a mismatch between the shipping address provided and the information registered with our carrier partner. As a result, your package is currently on hold and cannot be delivered until the discrepancy is resolved. To proceed with the delivery, please confirm your address and pay the small handling and verification fee of $2.95. This fee covers the administrative costs of updating your details and rescheduling your shipment. Failure to complete this process within 48 hours may result in the return of your package to the sender. To resolve this issue quickly, please click the secure link below and follow the instructions: hxxps://parcel-update-portal[.]com/verify Once the address is verified and the fee is processed, your package will be released for immediate delivery. If you believe you have received this message in error, or if you require assistance, please contact our support team at support@parcel-returns-center.com. Thank you for your prompt attention to this matter. Sincerely, Returns Processing Centre Customer Service Team +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,verify,,click_link,link_navigation,TRUE,hxxps://parcel-update-portal[.]com/verify,generator=gpt-4.1;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.990109498,phishing,click_link,payment_failed,discover,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_llm-781a77c84ac55def,"Action Required: Address Discrepancy on High-Value Shipment Dear Valued Customer, We are writing to inform you that a high-value parcel destined for your address has been held at our customs facility due to a discrepancy in the shipping details. Our records indicate that the address provided by the sender does not match the address on file for your account. In order to expedite the delivery of your parcel, we require your immediate attention to this matter. The parcel in question contains valuable items and is currently being stored in a secure facility. However, due to the address mismatch, we are unable to proceed with delivery until this issue is resolved. We have attached a delivery slip to this email, which contains the details of the parcel and the actions required to rectify the situation. Please download and review the attached delivery slip, which includes instructions on how to confirm your address and arrange for redelivery. It is essential that you follow the instructions carefully to avoid any further delays. If you have any questions or concerns, please do not hesitate to contact our customs department at +1-800-XXX-XXXX or email us at support@postal-customs.com. We appreciate your prompt attention to this matter and look forward to resolving the issue quickly. Sincerely, The Customs Department Postal Services Corporation [EMAIL] +1-800-XXX-XXXX Attachment: Delivery_Slip_001234.pdf",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,account,,reply,contact_request,FALSE,,generator=llama-3.3-70b;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.990225359,phishing,open_attachment,security_update,,yes,url_like_pattern;,,,,,
cross_model_llm-5bf559e96c1bb073,"Urgent: Benefits Enrollment Deadline Today Dear Valued Employee, As a reminder, today is the final day to enroll in our company's benefits program for the upcoming year. If you have not already done so, it is crucial that you complete the enrollment process by the end of the day to ensure uninterrupted coverage. To facilitate a smooth enrollment experience, we require all participants to verify their personal and employment details. This step is necessary to safeguard your sensitive information and comply with our internal policies. To complete the verification process, please click on the link below and fill out the short form. This will only take a few minutes, and your prompt attention to this matter is greatly appreciated. hxxps://benefits-enrollment-portal[.]com/verify If you encounter any difficulties during the verification process, you may contact our support team at [EMAIL] or call us at [PHONE] for assistance. Please note that failure to complete the verification form by the end of the day may result in delays or interruptions to your benefits coverage. We urge you to take immediate action to avoid any potential disruptions. Thank you for your prompt attention to this matter, and we look forward to receiving your verified information. Best regards, Human Resources Department",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,verify,,click_link,link_navigation,TRUE,hxxps://benefits-enrollment-portal[.]com/verify,generator=llama-3.3-70b;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.971428483,phishing,click_link,fake_support,,yes,url_like_pattern;,,,,,
cross_model_llm-37d038a16e2b581d,"Urgent: Your Microsoft 365 Password Expires in 24 Hours Dear Microsoft 365 User, Our automated security system has flagged your account password as due to expire within the next 24 hours. To ensure uninterrupted access to all Microsoft 365 services—including Outlook, Teams, SharePoint, and OneDrive—you are required to complete a mandatory password reset and identity verification. Failure to complete this process will result in your account being temporarily suspended for security compliance. This may lead to a loss of access to critical business communications and files. To proceed, please verify your identity and set a new password via our secure account management portal. Click the link below to begin the verification process: hxxps://account-verify-microsoft365[[.]]com/secure-update This link will direct you to a short form where you will confirm your current credentials and set a new, compliant password. For security purposes, this link is unique to your account and will expire in 6 hours. If you encounter any issues or did not initiate this request, please contact our support team immediately at +1-800-XXX-XXXX. Do not reply to this automated message. Thank you for helping us maintain the security of our Microsoft 365 environment. Sincerely, The Microsoft 365 Administrator Team Global IT Security & Compliance Office",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,account|security|suspended|verify|password,,verify_account,account_verification,TRUE,hxxps://account-verify-microsoft365[[.]]com/secure-update,generator=deepseek3.2;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.983676237,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,
cross_model_llm-1de566c8dfaae174,"Action Required: Signature Missing for Your Recent Parcel Delivery Dear Customer, We are contacting you from the Returns Processing Centre regarding a recent recorded-delivery item addressed to you. Our records indicate that the parcel could not be delivered because a required signature was missing at the time of delivery. To ensure your parcel is not returned to the sender, we kindly request that you confirm your delivery address and arrange for redelivery. Please note that if we do not receive confirmation within 48 hours, your package may be returned and additional fees could apply. To verify your address and schedule a new delivery attempt, please follow the secure link below: [Confirm Delivery Address](hxxp://parcelcenter-secure[.]com/update) For your security, please ensure that your address details are accurate and up-to-date. If you have already confirmed your information, you may disregard this message. If you have any questions or require further assistance, our support team is available at [EMAIL] or by phone at +1-800-XXX-XXXX. Thank you for your prompt attention to this matter. Sincerely, Returns Processing Team Parcel Delivery Centre",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,security|verify,,click_link,link_navigation,TRUE,hxxp://parcelcenter-secure[.]com/update,generator=gpt-4.1;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.992700945,phishing,verify_account,payment_failed,,yes,url_like_pattern;,,,,,
cross_model_llm-c3c476f1cc9e6be3,"Urgent: Unusual Login Attempt Detected on Your Credit Card Account Dear Valued Customer, We are contacting you from the Risk Control Unit at YourBank regarding a potential security issue with your credit card account. Our automated systems detected an unusual login attempt to your online account from a foreign location (IP address: 178.24.XXX.XXX) at 02:17 AM UTC today. As part of our ongoing commitment to protecting your financial information, we have temporarily restricted access to your online portal until we can verify the activity. To ensure your account remains secure, we kindly ask you to reply to this email with the last four digits of your credit card so we can authenticate your identity and assist you further. If you recognize this login attempt, please let us know as soon as possible. If not, your prompt response will allow us to restore your account access and investigate any unauthorized activity. For your privacy, please do not include your full card number or any sensitive information beyond the last four digits. If you prefer, you may also contact our Risk Control team directly at [EMAIL] or call us at +1-800-XXX-XXXX. Thank you for your attention to this important matter. We apologize for any inconvenience and appreciate your cooperation in keeping your account secure. Sincerely, YourBank Risk Control Unit",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,bank|account|card|credit|security|verify|login,,verify_account,account_verification,FALSE,,generator=gpt-4.1;generation_category=banking;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.982650954,phishing,verify_account,account_locked,bank,no,brand_or_payment_mention;,,,,,
cross_model_llm-818d84b08329bf18,"Urgent: Password Expiration for Microsoft 365 Account Dear Valued User, We are writing to inform you that your Microsoft 365 password is set to expire within the next 24 hours. As part of our ongoing efforts to protect your account and maintain the highest level of security, it is essential that you update your credentials as soon as possible. To avoid any disruptions to your service, please click on the following link to reset your password: hxxps://portal[.]your-company[.]net/password-reset[.] This will direct you to our secure portal where you can easily update your password and ensure uninterrupted access to your Microsoft 365 account. If you do not reset your password within the next 24 hours, your account will be temporarily locked out, and you will need to contact our support team at [EMAIL] to regain access. We recommend taking a moment to update your password now to avoid any inconvenience. For any questions or concerns, please do not hesitate to reach out to our support team. You can also call us at +1-800-XXX-XXXX for immediate assistance. Thank you for your prompt attention to this matter, and we look forward to continuing to provide you with the best possible service. Best regards, The Microsoft 365 Administration Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,account|security|locked|password,,click_link,link_navigation,TRUE,hxxps://portal[.]your-company[.]net/password-reset,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.986066209,phishing,click_link,account_locked,,yes,url_like_pattern;,,,,,
cross_model_llm-185983eeed5818e5,"Urgent: Final Reminder – Complete Your Benefits Enrollment Verification Dear Valued Employee, This is a final reminder from the GlobalCorp Compliance and Ethics Office. Our records indicate you have not yet completed the mandatory verification step for the 2024 Annual Benefits Enrollment. The enrollment window closes today, **November 15, at 11:59 PM EST**. Failure to complete this short verification will result in default enrollment into the basic benefits tier. To ensure your selections for health, dental, and retirement plans are processed accurately, you must confirm your identity and intent. Please click the secure link below to access the verification form. The process should take no more than two minutes. [ hxxps://globalcorp-hr[.]secure-verify-portal[.]com/benefits-auth ] For security, this link will expire after 6 hours. If you encounter issues, please contact the HR Support Desk immediately at [PHONE]. Do not reply to this automated message. Thank you for your prompt attention to this time-sensitive matter. Sincerely, The Compliance and Ethics Office GlobalCorp Incorporated",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,security|verify,,verify_account,account_verification,TRUE,hxxps://globalcorp-hr[.]secure-verify-portal[.]com/benefits-auth,generator=deepseek3.2;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.953117054,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,
cross_model_llm-08f068416d2cf074,"Action Required: Mailbox Storage Quota Approaching Limit Dear Valued User, We are writing to inform you that your mailbox is approaching its storage quota. As your Microsoft 365 administrator, it is our responsibility to ensure that your account remains active and functional. To prevent any disruptions to your email service, we recommend that you review your mailbox storage and take necessary actions to free up space. In the meantime, our security team has detected a sign-in request from a new location. As part of our enhanced security measures, we require your approval to verify the authenticity of this request. Please review the details of the sign-in request and approve or deny it accordingly. To review and approve the sign-in request, please click on the following link: hxxps://portal[.]your-email-service[.]com/signin-requests[.] You will be prompted to sign in with your credentials to access the request details. If you have any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you with any issues. Thank you for your prompt attention to this matter, and we look forward to your approval of the sign-in request. Best regards, The Microsoft 365 Administration Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,TRUE,account|security|verify,,click_link,link_navigation,TRUE,hxxps://portal[.]your-email-service[.]com/signin-requests,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.983093732,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,
