id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes
cross_model_human-c33ea22661bd7d84,"Important Online Service Notification From LloydsTSB Bank Electronic Banking [IMAGE] Dear LloydsTSB Bank customer, Security and confidentiality are at the heart of the LloydsTSB Bank. Your details (and your money) is protected by a number of technologies, including Secure Sockets Layer (SSL) encryption. We would like to notify you that LloydsTSB carries out customer details confirmation procedure that is compulsory for all our customers. This procedure is attributed to a routine banking software update. Please visit our Client Confirmation Page using the link below and follow the instructions on the screen. hxxp://www6[.]lloydstsb[.]co[.]uk/customer[.]ibc/?session=25kenwdhstDjyaOvucndsyhhOkc LloydsTSB Customer Service",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,bank|security,,click_link,link_navigation,True,hxxp://www6[.]lloydstsb[.]co[.]uk/customer[.]ibc/?session=25kenwdhstDjyaOvucndsyhhOkc,upstream_source=CEAS_08;package_authorship=human;all_rows_phishing
cross_model_human-976ffbf6878e1430,"CONFIDENTIAL From: Mr. William Regal Financial Security Assurance 1 Angel Court, London, EC2R 7HJ Dear SIR, I am Mr. William Regal, the Branch Manager of Financial Security Assurance here in London. In my department, I discovered an abandoned sum of US$6,500,000.00 (Six million five hundred thousand united states dollars) in an account that belongs to one of our foreign customers, who died on 2nd January 2000, along with his entire family as a result of an automobile crash. Since his death none of his relations or next-of-kin has come forward to lay claims for this money as the heir, this is the basically the reason why I have contacted you. We cannot release the fund from his account unless someone applies for claim as the next-of-kin to the deceased as indicated in our operating guidelines. It is upon this discovery I now humbly request your permission to have you stand as a next of kin to the deceased, so that the funds can be released in your favor as the beneficiary next of kin. I shall compensate you with 30% of the total sum for your assistance. Please, if this proposal is acceptable by you, kindly get back to me via my private email address provided below and furnish me with your full name, address and telephone number. Upon receipt of your mail, I shall bring to your knowledge detailed information on how this deal would be transacted. I look forward to hearing from you. Kind regards, Mr. William Regal NB: Please respond to my private email: [EMAIL]",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account|security,,reply,contact_request,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-9b0314394996730b,"Your Tax Refund Review ? ? After the last annual calculations of your fiscal activity we have determined that you are eligible to receive an extra refund. Complete and submit the extra eligible tax refund request and allow us 6-9 days in order to process it. Let's Get Started Regards, - 2017 Intuit Inc. All rights reserved. Trademark. This message was mailed automatically by Turbo Tax during security checks. ? ? Prices ultimately determined at time of print or e-file. Terms, conditions, features, availability, pricing, fees, service and support options subject to change without notice. *Click here to see TurboTax product guarantees, disclaimers and other important information This email was sent to the following address: [EMAIL] Did you receive this email in error? Find out why If you receive a suspicious email, please report it by forwarding the email to spoof@intuit.com. Legal Privacy Security Unsubscribe Manage Preferences - 2017 Intuit Inc. All rights reserved. Trademark. Customer Communications, 2800 E. Commerce Center Place, Tucson, AZ [PHONE] ? ? After the last annual calculations of your fiscal activity we have determined that you are eligible to receive an extra refund.Complete and submit the extra eligible tax refund request and allow us 6-9 days in order to process it. Let's Get StartedRegards, © 2017 Intuit Inc. All rights reserved. Trademark. This message was mailed automatically by Turbo Tax during security checks. ? ? Prices ultimately determined at time of print or e-file. Terms, conditions, features, availability, pricing, fees, service and support options subject to change without notice. *Click here to see TurboTax product guarantees, disclaimers and other important information This email was sent to the following address: [EMAIL] you receive this email in error? Find out why If you receive a suspicious email, please report it by forwarding the email to spoof@intuit.com. Legal Privacy Security Unsubscribe Manage Preferences © 2017 Intuit Inc. All rights reserved. Trademark. Customer Communications, 2800 E. Commerce Center Place, Tucson, AZ [PHONE]",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,security|suspicious,,unknown,unknown,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-020f90d1a913731c,":::ICT HELP DESK Migrate to The new Outlook Web app for Staff is the new home for online self-service and information and additional storage. Click on GATEWAY​ and login to: This message, including any attachments, may contain confidential information and is for the sole use of the intended recipient(s). Any unauthorized use, disclosure or distribution is prohibited. If you are not the intended recipient, please notify the sender immediately and destroy the original message (for further detail please see hxxp://www[.]cheo[.]on[.]ca/en/disclaimer)[.] Ce message, y compris les pièces jointes, peut contenir des renseignements confidentiels, et seuls les destinataires visés peuvent le consulter. Il est strictement interdit de l’utiliser sans autorisation, de le divulguer ou de le distribuer. Si ce message ne vous était pas destiné, veuillez en informer l’expéditeur immédiatement et détruire le message original (Veuillez consultez hxxp://www[.]cheo[.]on[.]ca/avis-non-responsabilite pour plus de précisions). Migrate to The new Outlook Web app for Staff is the new home for online self-service and information and additional storage. Click on GATEWAY​ and login to: This message, including any attachments, may contain confidential information and is for the sole use of the intended recipient(s). Any unauthorized use, disclosure or distribution is prohibited. If you are not the intended recipient, please notify the sender immediately and destroy the original message (for further detail please see hxxp://www[.]cheo[.]on[.]ca/en/disclaimer)[.] Ce message, y compris les pièces jointes, peut contenir des renseignements confidentiels, et seuls les destinataires visés peuvent le consulter. Il est strictement interdit de l’utiliser sans autorisation, de le divulguer ou de le distribuer. Si ce message ne vous était pas destiné, veuillez en informer l’expéditeur immédiatement et détruire le message original (Veuillez consultez hxxp://www[.]cheo[.]on[.]ca/avis-non-responsabilite pour plus de précisions).",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,login,,unknown,unknown,True,hxxp://www[.]cheo[.]on[.]ca/en/disclaimer|hxxp://www[.]cheo[.]on[.]ca/avis-non-responsabilite|hxxp://www[.]cheo[.]on[.]ca/en/disclaimer|hxxp://www[.]cheo[.]on[.]ca/avis-non-responsabilite,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-0b09aa96df04ffa3,"He was going to take some of the money for his own needs and give each of us enough to support ourselves before the treasure was buried. This option causes the package installer to ignore certain software dependencies that are not consistent with SuSE Linux. Only root can change that users password. The crowd of cheerful well-dressed people came inside. Jackdaws rose one by one from the belfry, joined forces over the square, held a brief meeting, and flew off. Sturm over- heard something about 'wing camber variance' and listened no further. Yet he must bear the blame. I'm happy for you both. All of project2nd's members are defined in the Adaptable Binary Function requirements. For parallel ports printers, LapLink,.",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,password,,unknown,unknown,False,,upstream_source=TREC-07;package_authorship=human;all_rows_phishing
cross_model_human-ae338ca541ce1a41,"New from Cigar Aficionado New from Cigar Aficionado Dear Errol McLaughlin, The Return of Cigar Aficionado TV Our original videos are back, and this time we take you inside the Graycliff cigar factory in Nassau, the Bahamas. Watch Cuban cigar legend Avelino Lara run one of the smallest cigar factories in the world. So You Want to Make Your Own Cigars Doug Doan was obsessed with making a cigar rarer than a Fuente Fuente OpusX, so he dug up his backyard, grabbed a can of Ortho and planted his own personal tobacco crop. arnews2.wna A Cigar Fit For A Soprano Are you a fan of the hit HBO series ""The Sopranos?"" Vincent ""Big Pussy"" Pastore has created his own cigar brand. Read about the launch, and about one editor's encounter with the character at Rao's. arnews2.wna rap.wna What's Wrong With Cuban Cigars? Our man in Havana, James Suckling, says that today's Cuban cigars don't have the taste and performance of older Cubans. Read his regular column from Cuba, Havana Corner. tml The Women of Cigar Aficionado Claudia Schiffer. Demi Moore. India Allen. Linda Evangelista. Anne Archer. They're some of the most beautiful women in the world, and they're in our new photo gallery smoking cigars. Don?t miss this new feature. Cigars Go to the Supreme Court, and Derby Day Is Nigh In our What's New section, read about cigarmakers taking an appeal to the U.S. Supreme Court. Plus the most exciting two minutes in sports is Saturday, so read resident cigar sage George Brightman's account of how to best enjoy Derby Day. That's only a small taste of what's online. Don't forget our Cigar Ratings database, where you can peruse more than 1800 ratings of cigars; our Bulletin Boards, where you can connect with other readers or post questions to the editors of the magazine; Cigars 101, where you can learn the basics; our newly expanded Drinks section (now featuring the rundown on single-malt Scotch); our Counterfeit Gallery of fake cigar bands and much, much more. See you online! Sincerely, Cigar Aficionado To remove yourself from this e-mail list, simply reply to this message. Be sure to include the following line in the body of your reply: {{{[EMAIL]/errol mclaughlin}}}",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account,,reply,contact_request,False,,upstream_source=enron_data_fraud_labeled;package_authorship=human;all_rows_phishing
cross_model_human-a918980c1b33007b,"your Legal NetEx password your Legal NetEx password Hi Kay, Ed Hearn has recently signed you up to Legal NetEx, the secure extranet. To log into Legal NetEx and view Ed's documents, go to web.legalnetex.com and click ""log on"". Enter your user name which is kay mann (all lower case). Enter your password which is whitepaper44. If you have any questions or problems using Legal NetEx, please contact me. Matt Troncelliti InterNetEx Customer Support [PHONE] [EMAIL]",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,password,,provide_credentials,credential_theft,False,,upstream_source=enron_data_fraud_labeled;package_authorship=human;all_rows_phishing
cross_model_human-50e75c7450660737,"Partnership Proposal!!! >From Mr. A. B. Solarino Treat With Utmost Confidentiality Dear Friend, I apologized using this medium to reach you for a deal like this, since you do not know me before. This is due to Confidentiality. I got your contact details from your company website on the internet. After going through you company information I decided to contact you believing that we can both work in hands to achieve this goal. As stated above, I am Mr. Alexandro Benjamino Solarino the Chief auditor Department of Mineral Resources FALKLAND ISLAND SOUTH ATLANTIC. I will be grateful to have you as my foreign partner to enable us carry out a deal of Eight million two hundred thousand Great Britain Pounds (£8,200,000.00). I know you will be very astonished on how I got this money and why I choose you to carry out this deal with you or how we will be able to carry out this deal as it involve a lot of money. Well since I need a partner outside my country and outside the UK that will receive the transfer of these funds from here, I have to look for someone abroad for security reasons. Since I do not have any body overseas then I decided to search on the internet and since you are the first person I am contacting in this regards I sincerely hope that you will not turn me down. I have already made all arrangement to successfully execute this deal without any problem on your side and mine. Also the transfer of the funds will be made through Telegraphic Bank to bank transfer so you have nothing to worry about as all documentation will be made legal. All I need from you is your total support, trust, honesty and confidentiality. Once the transfer of the funds is successfully made to your account abroad after your government has taken their taxes from the total amount, 40% of the remaining amount will be for you while 60% will be for me. I will give you more breakdown as soon as soon as I hear from you. Feel free to reach me on [PHONE]. Yours Faithfully, Mr. A B Solarino",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,bank|account|transfer|security,,transfer_money,financial_transfer,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-a7e0af97587f0016,"FROM MRS ANNAH KURGA FROM MRS ANNAH KURGA NO 345 Oxford Road Roosebank Johannesburg, TEL: [PHONE]. My Alternative Email Address: [EMAIL] THE DIRECTOR/C.E.O, My name is Mrs. annah kurga the wife of Wilfred kurga from Zimbabwe. This might be a surprise to you about where I got your contact address, I got your address from the South African Network Online {SAINO} when I was desperately looking for a trust-worthy person to assist my son who is currently residing in South Africa, and so I decided to contact you. During the current war against the farmers in Zimbabwe from the supporters of our President Robert Mugabe to claim all the white-owned farms to his party members and his followers, he ordered all the white farmers to surrender their farms to his party members. My husband was one of the best farmers in our country and because he did not support Mugabes ideas, Mugabes supports invaded my husband farm and burnt everything in the farm, killing my husband and made away with a lot of items in my husband farm. Before his death, my husband had deposited with one of the Security Company in Johannesburg, South Africa the sum of (20Million United States Dollars). After the death of my husband, my son {john} decided to move out of my country to Republic of South Africa where my husband had deposited the money with the Security Company as valuables. Please why I am contacting you is to assist my son to move this money out of South Africa because as asylum seekers he is not allowed to operate any Bank Account or assured of security our investment within in the country. We have agreed to offer you 20% of the total sum for your assistance, 5% will be out for any expenses that may be incurred in the course of this transaction while 75% will be for me and my family which I believe that with your help we will invest it in your country. All I want you to do is to furnish me with your private phone and fax numbers for easy communication. You can contact my son on his private telephone number {JOHN KURGA} on: [PHONE]. or on his email address thus: [EMAIL] Waiting for your urgent response. PLEASE YOU CAN READ ABOUT PROBLEMS IN ZIMBABWE AND HOW MY HUSBAND DIED, FROM THE LINKS BELOW. hxxp://news[.]bbc[.]co[.]uk/1/hi/world/africa/918781[.]stm hxxp://news[.]bbc[.]co[.]uk/1/hi/world/africa/715001[.]stm hxxp://news[.]bbc[.]co[.]uk/1/hi/world/africa/1063785[.]stm Best Regards. MRS. ANNAH KURGA. For the Family FROM MRS ANNAH KURGA",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,bank|account|transaction|security,,call_phone,contact_request,True,hxxp://news[.]bbc[.]co[.]uk/1/hi/world/africa/918781[.]stm|hxxp://news[.]bbc[.]co[.]uk/1/hi/world/africa/715001[.]stm|hxxp://news[.]bbc[.]co[.]uk/1/hi/world/africa/1063785[.]stm,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-384a0ff3004d182f,"GOOD DAY ! Attn: Directors/Owners My name is Taylor Brown, I am a citizen OfLiberia.also the then honorable minister for special duties duringCharles Taylor?s government as the president of Liberia, During thewar,I decided to move out of my country,My wife, children and I managedto enter a red cross airplane that was evacuating foreigners and we arepresently in a refugee camp in the coastal city of Cardiff for cover[Exile] with my remaining family.While i was in the office,i was able tomake sum savings through contract that was awarded to various companiesvia my office to the tune of $43m USD and the funds has since beendeposited with a reputable equty and finance trust in Europe on behalfof a foreigner for sake keeping.Based on this,we will want you to assistus make claims of the funds.Thus we will want to transfer all right ofbeneficiary to you so as to enable you make claims of the funds on ourbehalf because i am not properly disposed due to my presentsituation.Moreso I wish to invest this sum in profitable venture likereal estate properties e.g. Houses, hotels and landed property in yourcountry and any other lucrative sphere of business you maydeem fit andprofitable with your assistant and coperation. But most importantlyI urgently wants to buy houses/properties so that I can relocate myentire family because I do not intent to go back to my countryLiberia,and it is based on these that i decided to contact you as afunds/property manager.On receipt of your positive response I shallforward to you more details on the exact role that is required of youfor the successful conclusion of this transaction. And if you feel youcould be of assistant, I shall need you to get back to me as soon aspossible via my private email ([EMAIL]). I await yourresponse. Regards Brown. __________________________________________________________________ 1Mb Tiscali Broadband for £14.99. Offer ends 30th June 2005 hxxp://www[.]tiscali[.]co[.]uk/products/broadband",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,transaction|transfer,,unknown,unknown,True,hxxp://www[.]tiscali[.]co[.]uk/products/broadband,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-999c2fe1b94b8f58,"E-payment Transfer From Another USAA Member To ensure delivery to your inbox, please add [EMAIL] to your address book. E-payment Notification View Accounts | Privacy Promise | Contact Us USAA SECURITY ZONE ONLINE MEMBER USAA # ending in: XXXX This email is to notify you that there is an E-Payment pending on your USAA savings account. Approve Payment Pending payment will be credited into your account within 48 to 72 hours after your approval. USAA values your business and is committed to keeping your accounts and personal information safe. To learn how we protect your information, visit our Security Center Thank you, USAA Please do not reply to this e-mail. To send a secure message to USAA, please contact us. Privacy Promise USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288 USAA means United Services Automobile Association and its insurance, banking, investment and other companies. Banks Member FDIC. Investments provided by USAA Investment Management Company and USAA Financial Advisors Inc., both registered broker dealers. [PHONE]",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account|payment|transfer|security,,reply,contact_request,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-f43a26a1303dfb12,"INVESTMENT NOTE Dear Sir/madam, I have a client who would like to invest in your country, and am currently seeking for a reliable person to assist in facilitating the project, so this prompts me to contact you for possible interest. The total amount in question is US$9 Million (Nine Million United States Dollars), and it is presently deposited in a security bank's vault. So my client, being a known political figure in Liberia, handed me this project and warned that he would want his name to remain a top secret. Subsequently, you are to assist in the following areas: 1) Assist in investing of the said Amount (2) Advise on lucrative areas of Investment (3) Assist also in purchase of Properties. If the proposal interest you, please call or email me on telephone number [PHONE].So that we can arrange how to move the fund to your country. For your effort and support in the transaction, we have agreed to offer you 15% of total sum of the fund (US$9Million) as your interest. I am waiting for your urgent response. Please reply. Thank you. GRATEFULLY TREAT AS URGENT. Mr.Talla Dou Azize. Financial Advicer. UK.",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,bank|transaction|security,,call_phone,contact_request,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-1742982dabea7f3c,"GREETINGS FROM ENGR.PETERSIDE DOUGLAS FROM: ENGR. PETERSIDE DOUGLAS REPLY TO [EMAIL] My Dear, I am ENGR. PETERSIDE DOUGLAS, Director of Project,Department of Petroleum Resources.I am making this contact with you based on the committee's need for an individual/company who is willing to co operate with us to receive the floating Funds in my department. This amount $15M represents the balance of the total contract value executed on behalf of Department of petroleum Resources by a foreign contracting firm, which we the officials over-invoiced deliberately, of which the actual sum has been paid. I highly assure you that no risk is involved because this information is known only to you and my colleagues. As soon as I receive an acknowledgement of receipt and acceptance of our mutual business proposal,I will furnish you with the necessary step to follow and the sharing ratio. I await your immediate response. Yours faithfully, Engr.Peterside Douglas [EMAIL] ___________________________________________________________________________ Mail fra en fotballsupporter -- hxxp://www[.]fotballsupporter[.]no/",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,balance,,reply,contact_request,True,hxxp://www[.]fotballsupporter[.]no/,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-b9761f351e6e7b36,"CONFIDENTIAL BUSINESS ASSISTANCE Dear Sir, CONFIDENTIAL BUSINESS ASSISTANCE I am Mr. Mohammed Jaja, Deputy Secretary-General to the Nigerian Football Association parent body of the World Youths Championship, NIGERIAN 99 Local Organising Committee. An affiliate of Federation of International Football Association (FIFA). In the course of our preparation to host the World Youth Soccer Championship Tagged (NIGERIAN 99) two years ago. Huge sum of money running into millions of United States Dollars was budgeted by the then Military Government for the successful organisation of this competition. In the same vein, the FIFA President Mr. Joseph (Sepp)Blaster donated some millions of Dollars for the same project, not to talk of Corporate bodies, Organisations and Football loving individual as the Deputy Secretary to both the Local Organising Committee (LOC) and the Nigerian Football Association (NFA), I and some of my colleagues in sensitive position were able to Over -Invoice most of the contracts, construction and refurbishing of the 8 stadia,Press Conference Rooms,Communication facilities and all other infrastructures used for the competition.The contractors who handled these projects had been paid off. I wish to inform you that the sum of US$18.5 million was realised as a result of Over-Invoicing after the successful competition and the said sum is presently lying in my Organisations (NFA) coded account with the Central Bank of Nigeria,ready for transfer into an overseas account of our choice.It might interest you to know that the New Civilian President of Nigeria has ordered that all Debt owned to foreign contractors should be paid immediately in order to woo more foreign investors into Nigeria. In the light of the above, I has been mandated by my colleagues to seek for an honest and trustworthy foreigner who will assist us in ensuring the successful Transfer of the above sum into his Personal/Companies Account. All necessary modalities/plan is duly worked out accordingly, you the account owner will be entitled to 20% of the Total fund while 5% will be used to settle any expenses that might be incurred by both parties and 75% will before me and my colleagues. You might be surprised and curious on how I got your detail in particular,it is courtesy of the Chamber of Commerce,Mines and Industry. All we require from you is your Co-operation as this Transaction is absolutely risk-free. We kindly request that you handle this transaction with utmost secrecy.We are hoping to develop a good business relationship with you. Your immediate response will be highly appreciated.I will want you to respond or through this email address;[EMAIL] because of the confidentiality which this transaction needs. Yours sincerely, MR. Mohammed",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,bank|account|transaction|transfer,,transfer_money,financial_transfer,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
cross_model_human-d96979d1bf39db0b,"Account Update Notice Dear Customer,We recently updated our online banking security for our customers safety as always. Kindly complete your account update process on our webpage link belowwww[.]tsb[.]co[.]uk/acc/update/process ©TSB Online Banking Team",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account|security,,unknown,unknown,True,www[.]tsb[.]co[.]uk/acc/update/process,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-cc2a07e34e5e1f5f,Mailbox Alert!!! Your two (2) outgoing mails have been placed on hold due to the recent upgrade in our database. You are required to immediately validate and re-set your Email account space on our database: Kindly click Only Here to update your Outlook Email Account. We apologize for any inconvenience and do appreciate your corporation an understanding. OWA Helpdesk ISQ2015 Outlook Web App Team.,phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account,,verify_account,account_verification,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-16467507f4d2d37a,"- Queued Message Notification - id:2vFioVYa Queued Messages Notification Valued jose, Your messages are queued up and pending delivery as of Tuesday, October 18, 2022. Tap below and sign-in to verify your mailbox so that the functions of the mail can be restored. Verify Thank You monkey.org Webmail Support Queued Messages NotificationValued jose,Your messages are queued up and pending delivery as of Tuesday, October 18, 2022. Tap below and sign-in to verify your mailbox so that the functions of the mail can be restored. VerifyThank Youmonkey.org Webmail Support",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,verify,,unknown,unknown,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-8f7af7ab975a42a6,"for ; Tue, 11 Jul 2006 12:31:[PHONE] Received: from web1.intellectonline.com [[PHONE]] by imail.intellectonline.com with ESMTP (SMTPD32-8.15) id A2B23DE1213C; Wed, 04 Jul 2007 01:29:[PHONE] Received: from web1 ([[PHONE]]) by web1.intellectonline.com with Microsoft SMTPSVC([PHONE]); Wed, 04 Jul 2007 01:29:[PHONE] thread-index: AcalB6etgtHQUzspRL3113QfUJllJA== Thread-Topic: Blgger is Better From: ""Leslie U.Pritchett"" To: [EMAIL] Subject: Get a Huge C0CK Date: Wed, 04 Jul 2007 01:29:[PHONE] Message-ID: MIME-Version: 1.0 Content-Type: text/plain; charset=""iso-8859-1"" Content-Transfer-Encoding: 7bit X-Mailer: Microsoft CDO for Windows 2000 Content-Class: urn:content-classes:message Importance: normal Priority: normal X-MimeOLE: Produced By Microsoft MimeOLE V6.[PHONE] X-OriginalArrivalTime: Wed, 04 Jul 2007 01:29:[PHONE] (UTC) FILETIME=[A72016D0:01C6A507] X-PM: PerfectMail Anti-Spam & Anti-Virus Scanner (www[.]xqemsoftware[.]com) X-ClamAV: Scanned X-PM-RogueFiles: No dangerous Microsoft attachments found - OK(0, 0) X-PM-Scan: Mail Accepted Megasize your unit with Megadlk. A huge advancement in mens health. Just some of the benefits include: *No more finishing too soon. *Three+ lnches in size gain. *Better overall feeling of self. *Full, thick hardons..no more semls *More virility, desire. Best of all your mate will love you for it. Get started today hxxp://jcza[.]ghqd[.]net/bgvdh[.]jpg We have given you the 0ption to 0pt 0ff hxxp://puojk[.]ghqd[.]net/g[.]php",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,transfer,,unknown,unknown,True,www[.]xqemsoftware[.]com|hxxp://jcza[.]ghqd[.]net/bgvdh[.]jpg|hxxp://puojk[.]ghqd[.]net/g[.]php,upstream_source=TREC-07;package_authorship=human;all_rows_phishing
cross_model_human-e6528236dbcdc54f,"Welcome to Sony's ImageStation! Welcome to Sony's ImageStation! Hi mcuilla, Welcome, and thank you for joining ImageStation, Sony's online service for sharing pictures and video clips. There are no charges to join, to create online albums, to store pictures (no matter how many!), to upload and download images, or to use many of our services. You can easily share picture and video greeting cards, created from your images or ours. As a thank you for joining ImageStation, we're giving you 10 free prints each month for 5 months an Introductory Offer of 50 Free Prints redeemable in the ImageStation store. There will be a charge for shipping and handling. See site for details. We want you to enjoy all the benefits that digital photography has to offer, and this is an easy way to sample the great quality of ImageStation prints. Accept them with our compliments and enjoy the convenience of photo-quality prints from your digital pictures. To redeem your online coupon just follow these easy steps: 1. First, you need to upload your pictures to ImageStation. Click the ""upload images"" link on the Welcome page to do this. 2. Next, you need to move your images from your Inbox, into an album. To do this, click on the ""Create Albums"" tab at the top of the page, and follow instructions. 3. Once you have created your album, click on the ""Order Prints"" link at the top of the page. 4. Click the Continue button at the bottom of the ""Prints"" page. 5. See the site for additional details about completing your order. 6. Enter your custom ""Coupon Code"" in the box on the Shopping Cart page and hit ""submit"". Your Coupon Code is: IS28CT32 Coupon must be used by November 30, 2000 and is only valid for up to ten 4""x6"" prints. That's it! When you complete your transaction your discount will be deducted from your final print total. Thanks again for joining ImageStation, Sony's online service for sharing pictures and video clips. Regards, Your Friends at ImageStation [EMAIL] Quality prints by Ofoto Ranked #1 in print quality in a recent InfoTrends Research Group study ImageStation is a service mark of Sony Electronics Inc. Ofoto is a trademark of Ofoto, Inc. (c) 2000 Sony Electronics Inc. All Rights Reserved. -------------------------------------------------------------",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,transaction|code,,provide_credentials,credential_theft,False,,upstream_source=enron_data_fraud_labeled;package_authorship=human;all_rows_phishing
cross_model_human-bd8e41a5602b7d3d,"Upgrade Your Mailbox Upgrade Your Mailbox Dear [EMAIL], Your mailbox has almost reached its mail-quota and due for upgrade. You can upgrade to extra 15GB plan for free now. Upgrade your Mailbox Now Note: Please validate your email within 24 Hours of receiving this notice to avoid Email Service Interruption (ESI) If this isnt your Email, Tap here to disconnect your email. Sincerely Web Admin. Confirm your account [EMAIL] Upgrade now Upgrade Your Mailbox Dear [EMAIL], Your mailbox has almost reached its mail-quota and due for upgrade. You can upgrade to extra 15GB plan for free now. Upgrade your Mailbox Now Note: Please validate your email within 24 Hours of receiving this notice to avoid Email Service Interruption (ESI) If this isnt your Email, Tap here to disconnect your email. Sincerely Web Admin.",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account,,verify_account,account_verification,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing
cross_model_human-ec2df6fa24807ea1,"Request for help Dear friend, Greetings to you in the name of our heavenly God. This mail might come to you as a surprise and the temptation to ignore it as unserious could come into your mind; but please, consider it a divine wish and accept it with a deep sense of humility. My name is simon taylor. I,m a 65 years old man. I am British living in Dubai (United Arab Emirate). I was a merchant and owned two businesses in Dubai. I was also married with two children. My wife and two children died in a car accident six years ago. Before this happened my business and concern for making money was all I lived for. I never really cared about other values in life. But since the loss of my family, I have found a new desire to assist helpless families. I have been helping orphans in orphanage/ motherless homes. I have donated some money to orphans in Sudan, South Africa, Cameroon, Brazil, Spain, Austria, Germany and some Asian countries. Before I became ill, I kept $5 Million in a long-term deposit account in a finance/security company . Presently, I,m in a hospital where I have been undergoing treatment for oesophageal cancer. I have since lost my ability to talk and my doctors have told me that I have only a few months to live. It is my last wish to see this money distributed to charity organizations. Because relatives and friends have plundered so much of my wealth since my illness, I cannot live with the agony of entrusting this huge responsibility to any of them. Please, I beg you in the name of God to help me collect the deposit and the interest accrued from the company and distributes it amongst charity organizations. Use your judgement to distribute the money and feel free to reimburse yourself when you have the money for any cost you incur during the process of collecting and distributing the money to charity organizations. . I,m willing to offer you a reward If you are willing to help; please reply as soon as you can through my private email address simontaylor@rediffmail.com. May the good Lord bless you and your family. Regards, simon taylor [EMAIL]",phishing,email,cross_model_human,human_phishing_corpus,true,false,false,True,account|deposit|security,,transfer_money,financial_transfer,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing
