id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes,strict_banking_related,strict_review_reason
cross_model_llm-a5e0dc8f3e032201,"Action Required: Address Verification Needed for Your Recent Shipment Dear Customer, We are contacting you from the Returns Processing Centre regarding your recent high-value shipment. During our routine quality checks, we discovered a mismatch between the shipping address provided and the information registered with our carrier partner. As a result, your package is currently on hold and cannot be delivered until the discrepancy is resolved. To proceed with the delivery, please confirm your address and pay the small handling and verification fee of $2.95. This fee covers the administrative costs of updating your details and rescheduling your shipment. Failure to complete this process within 48 hours may result in the return of your package to the sender. To resolve this issue quickly, please click the secure link below and follow the instructions: hxxps://parcel-update-portal[.]com/verify Once the address is verified and the fee is processed, your package will be released for immediate delivery. If you believe you have received this message in error, or if you require assistance, please contact our support team at support@parcel-returns-center.com. Thank you for your prompt attention to this matter. Sincerely, Returns Processing Centre Customer Service Team +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify,,click_link,link_navigation,True,hxxps://parcel-update-portal[.]com/verify,generator=gpt-4.1;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.990109498,phishing,click_link,payment_failed,discover,yes,brand_or_payment_mention;url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-781a77c84ac55def,"Action Required: Address Discrepancy on High-Value Shipment Dear Valued Customer, We are writing to inform you that a high-value parcel destined for your address has been held at our customs facility due to a discrepancy in the shipping details. Our records indicate that the address provided by the sender does not match the address on file for your account. In order to expedite the delivery of your parcel, we require your immediate attention to this matter. The parcel in question contains valuable items and is currently being stored in a secure facility. However, due to the address mismatch, we are unable to proceed with delivery until this issue is resolved. We have attached a delivery slip to this email, which contains the details of the parcel and the actions required to rectify the situation. Please download and review the attached delivery slip, which includes instructions on how to confirm your address and arrange for redelivery. It is essential that you follow the instructions carefully to avoid any further delays. If you have any questions or concerns, please do not hesitate to contact our customs department at +1-800-XXX-XXXX or email us at support@postal-customs.com. We appreciate your prompt attention to this matter and look forward to resolving the issue quickly. Sincerely, The Customs Department Postal Services Corporation [EMAIL] +1-800-XXX-XXXX Attachment: Delivery_Slip_001234.pdf",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account,,reply,contact_request,False,,generator=llama-3.3-70b;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.990225359,phishing,open_attachment,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-5bf559e96c1bb073,"Urgent: Benefits Enrollment Deadline Today Dear Valued Employee, As a reminder, today is the final day to enroll in our company's benefits program for the upcoming year. If you have not already done so, it is crucial that you complete the enrollment process by the end of the day to ensure uninterrupted coverage. To facilitate a smooth enrollment experience, we require all participants to verify their personal and employment details. This step is necessary to safeguard your sensitive information and comply with our internal policies. To complete the verification process, please click on the link below and fill out the short form. This will only take a few minutes, and your prompt attention to this matter is greatly appreciated. hxxps://benefits-enrollment-portal[.]com/verify If you encounter any difficulties during the verification process, you may contact our support team at [EMAIL] or call us at [PHONE] for assistance. Please note that failure to complete the verification form by the end of the day may result in delays or interruptions to your benefits coverage. We urge you to take immediate action to avoid any potential disruptions. Thank you for your prompt attention to this matter, and we look forward to receiving your verified information. Best regards, Human Resources Department",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify,,click_link,link_navigation,True,hxxps://benefits-enrollment-portal[.]com/verify,generator=llama-3.3-70b;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.971428483,phishing,click_link,fake_support,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-37d038a16e2b581d,"Urgent: Your Microsoft 365 Password Expires in 24 Hours Dear Microsoft 365 User, Our automated security system has flagged your account password as due to expire within the next 24 hours. To ensure uninterrupted access to all Microsoft 365 services—including Outlook, Teams, SharePoint, and OneDrive—you are required to complete a mandatory password reset and identity verification. Failure to complete this process will result in your account being temporarily suspended for security compliance. This may lead to a loss of access to critical business communications and files. To proceed, please verify your identity and set a new password via our secure account management portal. Click the link below to begin the verification process: hxxps://account-verify-microsoft365[[.]]com/secure-update This link will direct you to a short form where you will confirm your current credentials and set a new, compliant password. For security purposes, this link is unique to your account and will expire in 6 hours. If you encounter any issues or did not initiate this request, please contact our support team immediately at +1-800-XXX-XXXX. Do not reply to this automated message. Thank you for helping us maintain the security of our Microsoft 365 environment. Sincerely, The Microsoft 365 Administrator Team Global IT Security & Compliance Office",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security|suspended|verify|password,,verify_account,account_verification,True,hxxps://account-verify-microsoft365[[.]]com/secure-update,generator=deepseek3.2;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.983676237,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-1de566c8dfaae174,"Action Required: Signature Missing for Your Recent Parcel Delivery Dear Customer, We are contacting you from the Returns Processing Centre regarding a recent recorded-delivery item addressed to you. Our records indicate that the parcel could not be delivered because a required signature was missing at the time of delivery. To ensure your parcel is not returned to the sender, we kindly request that you confirm your delivery address and arrange for redelivery. Please note that if we do not receive confirmation within 48 hours, your package may be returned and additional fees could apply. To verify your address and schedule a new delivery attempt, please follow the secure link below: [Confirm Delivery Address](hxxp://parcelcenter-secure[.]com/update) For your security, please ensure that your address details are accurate and up-to-date. If you have already confirmed your information, you may disregard this message. If you have any questions or require further assistance, our support team is available at [EMAIL] or by phone at +1-800-XXX-XXXX. Thank you for your prompt attention to this matter. Sincerely, Returns Processing Team Parcel Delivery Centre",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,security|verify,,click_link,link_navigation,True,hxxp://parcelcenter-secure[.]com/update,generator=gpt-4.1;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.992700945,phishing,verify_account,payment_failed,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-818d84b08329bf18,"Urgent: Password Expiration for Microsoft 365 Account Dear Valued User, We are writing to inform you that your Microsoft 365 password is set to expire within the next 24 hours. As part of our ongoing efforts to protect your account and maintain the highest level of security, it is essential that you update your credentials as soon as possible. To avoid any disruptions to your service, please click on the following link to reset your password: hxxps://portal[.]your-company[.]net/password-reset[.] This will direct you to our secure portal where you can easily update your password and ensure uninterrupted access to your Microsoft 365 account. If you do not reset your password within the next 24 hours, your account will be temporarily locked out, and you will need to contact our support team at [EMAIL] to regain access. We recommend taking a moment to update your password now to avoid any inconvenience. For any questions or concerns, please do not hesitate to reach out to our support team. You can also call us at +1-800-XXX-XXXX for immediate assistance. Thank you for your prompt attention to this matter, and we look forward to continuing to provide you with the best possible service. Best regards, The Microsoft 365 Administration Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security|locked|password,,click_link,link_navigation,True,hxxps://portal[.]your-company[.]net/password-reset,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.986066209,phishing,click_link,account_locked,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-185983eeed5818e5,"Urgent: Final Reminder – Complete Your Benefits Enrollment Verification Dear Valued Employee, This is a final reminder from the GlobalCorp Compliance and Ethics Office. Our records indicate you have not yet completed the mandatory verification step for the 2024 Annual Benefits Enrollment. The enrollment window closes today, **November 15, at 11:59 PM EST**. Failure to complete this short verification will result in default enrollment into the basic benefits tier. To ensure your selections for health, dental, and retirement plans are processed accurately, you must confirm your identity and intent. Please click the secure link below to access the verification form. The process should take no more than two minutes. [ hxxps://globalcorp-hr[.]secure-verify-portal[.]com/benefits-auth ] For security, this link will expire after 6 hours. If you encounter issues, please contact the HR Support Desk immediately at [PHONE]. Do not reply to this automated message. Thank you for your prompt attention to this time-sensitive matter. Sincerely, The Compliance and Ethics Office GlobalCorp Incorporated",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,security|verify,,verify_account,account_verification,True,hxxps://globalcorp-hr[.]secure-verify-portal[.]com/benefits-auth,generator=deepseek3.2;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.953117054,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-08f068416d2cf074,"Action Required: Mailbox Storage Quota Approaching Limit Dear Valued User, We are writing to inform you that your mailbox is approaching its storage quota. As your Microsoft 365 administrator, it is our responsibility to ensure that your account remains active and functional. To prevent any disruptions to your email service, we recommend that you review your mailbox storage and take necessary actions to free up space. In the meantime, our security team has detected a sign-in request from a new location. As part of our enhanced security measures, we require your approval to verify the authenticity of this request. Please review the details of the sign-in request and approve or deny it accordingly. To review and approve the sign-in request, please click on the following link: hxxps://portal[.]your-email-service[.]com/signin-requests[.] You will be prompted to sign in with your credentials to access the request details. If you have any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available 24/7 to assist you with any issues. Thank you for your prompt attention to this matter, and we look forward to your approval of the sign-in request. Best regards, The Microsoft 365 Administration Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security|verify,,click_link,link_navigation,True,hxxps://portal[.]your-email-service[.]com/signin-requests,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.983093732,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-e81bd7fed89b2634,"Action Required: Complete Your MFA Enrollment for SecureCloud Access Dear Valued SecureCloud User, Our security logs indicate that you recently attempted to access your SecureCloud account from a new device or location. As part of our ongoing commitment to protecting your data, we require all users to complete a mandatory Multi-Factor Authentication (MFA) enrollment. Your account currently shows a **pending MFA enrollment**. To maintain uninterrupted access to your stored files and services, you must finalize this setup within the next 48 hours. **Required Action:** Please click the link below to securely access the SecureCloud Verification Portal. There, you will be guided to update your account credentials and complete the MFA setup process. [ hxxps://securecloud-verify-portal[.]com/enroll/update ] For security reasons, this link will expire in 48 hours. If you do not complete this process, your account access may be temporarily restricted to prevent unauthorized activity. If you did not initiate this request or believe this is an error, please contact our support team immediately at [PHONE] or forward this email to [EMAIL] for verification. Thank you for helping us keep your data safe. Sincerely, The SecureCloud Security Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security|verify,,click_link,link_navigation,True,hxxps://securecloud-verify-portal[.]com/enroll/update,generator=deepseek3.2;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.961389711,phishing,click_link,account_locked,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-02c04a89591467c9,"Important Delivery Notification: Action Required Dear Customer, Our records indicate a delivery attempt was made for your parcel today, but our driver was unable to leave the package as no one was available to receive it. To ensure you receive your shipment, we need you to confirm the delivery address on file. This step is mandatory to proceed with rescheduling. Please review and verify the details below for accuracy. If any information is incorrect or needs updating, you must correct it to avoid further delays or potential return of the item to the sender. **Parcel Reference:** #DLV-8421-9Q **Scheduled Re-delivery:** Within 2 business days (upon confirmation) Please confirm your address by clicking the link below. You will be directed to our secure customer portal to complete this quick verification. [Confirm Your Delivery Address Now](hxxp://portal-globalcourier-support[.]net/address-verification) If we do not receive confirmation within 48 hours, your parcel will be held at our local depot for a maximum of 5 business days before being returned. For immediate assistance, you may also contact our Customer Service team at [PHONE]. Thank you for your prompt attention to this matter. Sincerely, Global Courier Services Customer Delivery Management",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify,,unknown,unknown,True,hxxp://portal-globalcourier-support[.]net/address-verification,generator=deepseek3.2;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.988905249,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-04c8fda84b314ecf,"Urgent: Benefits Enrollment Deadline Ends Today – Action Required Dear Employee, This is a final reminder from the Benefits Enrollment Team. Our records indicate that you have not yet completed your benefits verification for the upcoming plan year. Please be aware that the enrollment window closes today, and any unverified selections will result in a loss of coverage until the next open enrollment period. To ensure your benefits continue without interruption, please take a moment to complete the short verification form linked below. The process takes less than 5 minutes and is required for all employees. Complete Verification Form: hxxps://benefits-portal-secure[.]com/verify If you have already completed your verification, no further action is required. Otherwise, please submit your information by 5:00 PM today to avoid disruption to your health, dental, or retirement benefits. If you have any questions or need assistance, reply to this email or contact the support team at support@hr-enrollment.com. Thank you for your prompt attention to this matter. Best regards, Jessica Miller Benefits Enrollment Coordinator HR Department [PHONE] [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify,,reply,contact_request,True,hxxps://benefits-portal-secure[.]com/verify,generator=gpt-4.1;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.971956249,phishing,verify_account,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-ec86627a8e561915,"Action Required: Confirm Your Bank Details for Revised Compensation Dear Valued Employee, As part of our annual compensation review, a revised summary of your updated salary and bonus structure for the upcoming fiscal year has been prepared. This document is now available for your acknowledgement in the HR Portal. To ensure seamless processing for the next payroll cycle, we require you to verify and confirm your current banking information on file. This is a mandatory step to finalize the compensation update and to prevent any potential delays in your direct deposit. Please log in to the secure HR portal via the link below at your earliest convenience to review the document and confirm your bank details: [ hxxps://hr-portal-secure-confirm[.]net/login ] For security, you will be prompted to enter your corporate credentials. If you experience any issues accessing the portal, please contact the HR Support Desk at [PHONE] or reply to this email from your corporate address. Thank you for your prompt attention to this important administrative matter. Sincerely, Payroll Administration Team Human Resources Department Internal Support: [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,bank|deposit|security|verify|login,,provide_credentials,credential_theft,True,hxxps://hr-portal-secure-confirm[.]net/login,generator=deepseek3.2;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.984237705,phishing,verify_account,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
cross_model_llm-2998a497f4a08b76,"Action Required: Discrepancy Identified in Your Recent Tax Filing Dear Taxpayer, Our Compliance Office has identified a discrepancy in your most recent tax filing for the fiscal year ending 2023. As part of routine verification procedures, our system flagged inconsistencies between the information submitted and records received from third-party sources. To ensure the accuracy of your account and avoid any potential penalties, we require your immediate attention. Attached to this email, you will find a PDF document titled ""Tax_Discrepancy_Report.pdf,"" which outlines the specific issues detected and the supporting documentation required. Please review the details carefully and respond within 7 business days to prevent escalation of this matter. Failure to address this notice may result in the temporary suspension of your taxpayer profile and could delay any pending refunds or credits. If you believe you have received this message in error, or if you need assistance, please contact our support team at compliance@national-tax-office.com. To proceed: 1. Open the attached PDF to review the reported discrepancy. 2. Follow the instructions provided within the document to submit the requested documents or clarification. 3. Reply to this email with the necessary information as soon as possible. Thank you for your prompt attention to this important matter. Sincerely, Compliance Office National Tax Authority [EMAIL] +1-800-XXX-XXXX",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account,,reply,contact_request,False,,generator=gpt-4.1;generation_category=tax_irs;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.985044136,phishing,verify_account,refund_claim,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
cross_model_llm-f3edc5eca99c2737,"Mandatory: Review and Acknowledgement of Updated Employee Handbook Dear All Employees, As part of our ongoing efforts to ensure compliance with the latest regulations and to maintain a positive work environment, we have updated our Employee Handbook. This new version includes important changes to our company policies, benefits, and code of conduct. It is essential that all employees review the updated handbook and acknowledge that they have read and understood its contents. To confirm that you have reviewed the updated Employee Handbook, we require you to complete a short verification form. This form will be used to update our records and ensure that everyone is aware of their responsibilities and obligations under the new policies. Please click on the link below to access the updated Employee Handbook and the verification form. You will be asked to provide your employee ID and password to authenticate your access. hxxps://employee-portal[.]yourcompany[.]net/handbook-update If you have any questions or concerns, please do not hesitate to reach out to the HR department at +1-800-XXX-XXXX or email us at hr@yourcompany.net. Thank you for your prompt attention to this matter, and we look forward to receiving your acknowledgement soon. Best regards, Payroll Administrator HR Department",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,password|code,,provide_credentials,credential_theft,True,hxxps://employee-portal[.]yourcompany[.]net/handbook-update,generator=llama-3.3-70b;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.976076959,phishing,click_link,unknown,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-f902514f502fa4a0,"Final Reminder: Your 2024 Benefits Enrollment Ends Today Dear Valued Employee, This is a final reminder that your annual benefits enrollment window closes today at 11:59 PM EST. All elections must be finalized by this deadline to ensure your health, dental, and vision coverage continue without interruption for the upcoming plan year. We have noted that your enrollment status is currently listed as ""Incomplete"" in our HR records. To review your selected options and complete the submission, please click the secure link below to access your personal enrollment dashboard on the HR portal. 👉 **Review & Submit Your Enrollment Here:** hxxps://hr-portal[.]ourcompany-hr[.]com/secure-enroll/verify Please note: If you do not take action, you will default to your previous year's elections, which may not include important updates or newly available plan options. This is your last opportunity to make changes or enroll new dependents. For immediate assistance, you may also contact the HR Service Center at [PHONE]. Thank you for your prompt attention to this time-sensitive matter. Sincerely, Human Resources Department OurCompany, Inc.",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify,,click_link,link_navigation,True,hxxps://hr-portal[.]ourcompany-hr[.]com/secure-enroll/verify,generator=deepseek3.2;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.954190039,phishing,click_link,security_update,boa,yes,brand_or_payment_mention;url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-accf8e5a9aa0c62a,"Action Required: Final Reminder – Benefits Enrollment Closes Today Dear Employee, This is a final reminder from the Human Resources Department regarding your benefits enrollment for the upcoming plan year. Our records indicate that you have not yet completed your selection of benefits, and the enrollment window closes today, June 7th, at 11:59 PM. To ensure you maintain your health, dental, and vision coverage without interruption, please review your current elections and submit any changes before the deadline. Failure to complete your enrollment may result in loss of coverage or default selections that may not meet your needs. To review your benefits options and complete your enrollment, please log in to the HR portal using the secure link below: hxxps://hr-portal-yourco[.]com/benefits-enrollment If you have any issues accessing the portal or need assistance, please contact the HR team at hr-support@yourco-portal.com. Please do not reply to this message directly. For your privacy and security, always use the official HR portal link provided above. Thank you for your prompt attention. Best regards, Human Resources YourCo",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,security,,reply,contact_request,True,hxxps://hr-portal-yourco[.]com/benefits-enrollment,generator=gpt-4.1;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.958672821,phishing,enter_credentials,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-a11e44ba4f2dbfca,"Action Required: Pending MFA Enrollment for Your Account Dear Valued User, We are writing to inform you that your account has been flagged for mandatory multi-factor authentication (MFA) enrollment. As part of our ongoing efforts to enhance the security of our Microsoft 365 environment, all users are required to complete this enrollment process. Our records indicate that you have not yet completed the MFA setup for your account. To avoid any disruptions to your access, we kindly request that you review and approve the pending sign-in request associated with your account. This will ensure that you can continue to access our services without interruption. To complete this process, please click on the following link: hxxps://m365-portal[.]com/authenticate[.] You will be prompted to review the sign-in request and confirm your identity. If you have any questions or concerns, please do not hesitate to reach out to our support team at [EMAIL] or call us at +1-800-XXX-XXXX. Please note that failure to complete the MFA enrollment may result in restricted access to our services. We appreciate your prompt attention to this matter, and we are committed to assisting you throughout this process. Thank you for your cooperation and understanding in this matter. Best regards, The Microsoft 365 Administration Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security,,verify_account,account_verification,True,hxxps://m365-portal[.]com/authenticate,generator=llama-3.3-70b;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.987327156,phishing,click_link,account_locked,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-2946c0f43abb92ff,"Action Required: Acknowledgment of Updated Employee Handbook Dear Employee, This is a mandatory notification from the GlobalCorp Compliance and Ethics Office. Our Employee Handbook has been revised to reflect recent updates in data protection regulations (including GDPR and CCPA), workplace safety protocols, and our expanded remote work policy. All employees are required to review the updated handbook and formally acknowledge receipt and understanding. To streamline this process and ensure compliance, please complete our brief digital verification form. This is a standard procedure to confirm you have accessed the new document. You can access the verification form here: [hxxps://portal[.]globalcorp-hr[.]com/verify-handbook](hxxps://portal[.]globalcorp-hr[.]com/verify-handbook) The form will take approximately two minutes to complete. You will need your employee ID (found in your email signature or previous pay stubs) to proceed. Please complete this at your earliest convenience, and no later than 5:00 PM this Friday. Failure to acknowledge the handbook may result in restricted access to certain internal systems until the requirement is fulfilled. For questions regarding the handbook content, please contact the Ethics Office at [EMAIL] or call our support line at [PHONE]. Thank you for your prompt attention to this important matter. Sincerely, The Compliance and Ethics Office GlobalCorp",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify,,call_phone,contact_request,True,hxxps://portal[.]globalcorp-hr[.]com/verify-handbook](hxxps://portal[.]globalcorp-hr[.]com/verify-handbook,generator=deepseek3.2;generation_category=hr;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.950038573,phishing,verify_account,account_locked,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-858efe7fe40a94f0,"Action Required: Parcel Delivery Held Due to Unpaid Customs Fee Dear Customer, We are contacting you regarding your scheduled same-day parcel delivery. Unfortunately, your package is currently being held at our distribution center due to an outstanding customs fee. Immediate payment is required to release your shipment and ensure timely delivery. Parcel Reference: 482761-DEL Scheduled Delivery Date: [PHONE] To proceed, please review the attached Delivery Slip, which contains details about your shipment and the required payment instructions. Kindly download and open the file to confirm your payment and delivery preferences. If the fee is not settled within 24 hours, your parcel may be returned to the sender, and additional charges could apply. We strive to provide fast and secure service, so your prompt attention to this matter is appreciated. If you have already completed payment, please disregard this notice. For any questions, reply to this email or contact our support team at support@parcel-service-portal.com. Thank you for choosing our delivery service. Best regards, Dispatch Coordination Team Same-Day Delivery Services [EMAIL] [PHONE] Attachment: Delivery_Slip_482761.zip",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,payment,,verify_account,account_verification,False,,generator=gpt-4.1;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.98829361,phishing,call_number,payment_failed,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-62171baa2077cc0a,"Action Required: Reschedule Parcel Delivery Attempt Dear Valued Customer, We are writing to inform you that our delivery team made an attempt to deliver a parcel to your address on the scheduled delivery date, but unfortunately, the delivery was unsuccessful. Our records indicate that the parcel was returned to our facility due to no one being available to receive it. To ensure timely delivery of your parcel, we kindly request that you confirm your delivery address and arrange for an alternative delivery time. Please verify that the address we have on file is accurate: 123 Main Street, Anytown, USA 12345. If this address is incorrect, please provide us with the correct address so we can update our records accordingly. You can confirm your delivery address by replying to this email or by visiting our website at hxxp://parcel-delivery-portal[.]com and following the prompts to update your delivery information. If you have any questions or concerns, you can contact our customer support team at [PHONE] or via email at support@parcel-delivery-portal.com. Please note that your parcel will be held at our facility for a period of 7 days. If we do not receive confirmation of your delivery address within this timeframe, the parcel will be returned to the sender. We appreciate your prompt attention to this matter, and we look forward to successfully delivering your parcel. Sincerely, The Customs Department Parcel Delivery Services",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify,,unknown,unknown,True,hxxp://parcel-delivery-portal[.]com,generator=llama-3.3-70b;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.992306011,phishing,click_link,fake_support,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-1ecb9f62d6781bae,"Action Required: Undelivered Package Notification Dear Valued Customer, We are writing to inform you that a recorded-delivery item sent to you has been returned to our customs department due to a missing signature upon delivery. Our records indicate that the package was attempted to be delivered to the address associated with your account, but unfortunately, we were unable to obtain the required signature. In order to facilitate the re-delivery of your package, we kindly request that you confirm your delivery address with us. Please verify that the address we have on file is accurate and up-to-date. You can do this by responding to this email with your full name and the address where you would like the package to be re-delivered. The package details are as follows: - Package Reference Number: CD123456 - Package Type: Recorded Delivery - Delivery Attempt Date: [PHONE] If we do not receive a response from you within the next 48 hours, we will assume that the address on file is correct and re-delivery will be attempted. However, please note that if the package is returned to us again, it may be subject to additional storage fees. For any inquiries or concerns, please do not hesitate to contact our customer support team at +1-800-XXX-XXXX or email us at support@parcel-delivery.com. Thank you for your prompt attention to this matter. Sincerely, The Customs Department Parcel Delivery Services",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|verify,,reply,contact_request,False,,generator=llama-3.3-70b;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.988042007,phishing,verify_account,payment_failed,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-ab7fc036050cfe2d,"Action Required: Complete Your Multi-Factor Authentication Enrollment Dear Valued Employee, As part of our ongoing commitment to safeguarding company data, the Identity and Access Management Team is implementing a mandatory update to our security protocols. All employees are now required to enroll in the enhanced Multi-Factor Authentication (MFA) system by June 21, 2024. Our records indicate that your account is pending MFA enrollment. To avoid disruption of access to corporate resources, please complete the following steps as soon as possible: 1. Download the required security update from the official portal: hxxps://securityupdate[.]yourcompany-portal[.]com/mfa-enroll 2. Follow the on-screen instructions to install the update and register your mobile device for MFA. 3. Once completed, you will receive a confirmation email. If you do not receive confirmation within 30 minutes, please contact support immediately. Failure to comply may result in temporary suspension of your account and restricted access to internal systems. If you have any questions or encounter issues during the process, please contact our IT support desk at support@yourcompany-portal.com. Thank you for your prompt attention to this important security update. Best regards, Identity and Access Management Team YourCompany IT Services",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security,,unknown,unknown,True,hxxps://securityupdate[.]yourcompany-portal[.]com/mfa-enroll,generator=gpt-4.1;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.979300932,phishing,open_attachment,account_locked,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
