id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes,strict_banking_related,strict_review_reason,label_norm
cross_model_human-196b68ab746af8e0,"Urgent Greeting, Urgent Greeting, BARRISTER DONATUS OKOBI Email:[EMAIL] PLEASE REPLY ME ON MY ALLTERNATIVE EMAIL:[EMAIL] Reply To: [EMAIL] Attn: Dear Friend, I am BARRISTER Donatus Okobi, personal Attorney to the late MICHAEL OTTO SULLIVAN.of Philadelphia, A national of your country, My late client was involved in an {AIR CRASH} that occurred on Jan Thursday 9th 2003 With an air craft {US Airways Express Flight 5481 } which crashed Wednesday at Charlotte/Douglas International Airport, killing all 21 aboard passengers were involved as you can confirm from the website below;{hxxp://www[.]thestate[.]com/mld/state/4904572[.]htm } I got your contact through the help of my sister-in-law that works with the American Chambers of Commerce and Tourism, due I did not disclose to her my humble intention for an honest foreigner like you, Having noted the confidence reposed on your person by the sponsor of the recommendation, My late client was as well a one time secret Agent in transferring of money overseas for the late head of state of Nigeria {GENERALSANI ABACHA }. Before his death On Jan Thursday 9th 2003, My client Deposited the total sum of US$20,000,000.00 { TWENTY MILLION UNITED STATES DOLLARS } In {IMPERIAL BANKING CORPRATION} hoping of transferring the fund to his country as soon as he comes back from conference. Union Bank Nigeria Plc ACCOUNT NUMBER: [PHONE]/784768 ROUTING NUMBER: [PHONE] CODE: UBN/LILLACWONG/99/05 BENEFICIARY'S NAME: MR.MICHAEL OTTO SULLIVAN AMOUNT: $20 MILLION UNITED STATES DOLLARS = After these several unsuccessful attempts, I decided to trace his name over the Internet, to locate any member of his family. I have contacted you to assist in repatriating the money and properties left behind by my client before he get confiscated or declared unserviceable by the Bank where this huge deposit were lodged. Particularly, the {U.B.N} Where the decease had an account valued at about US$20m, Has issued me a notice to provide the {NEXT OF KIN} or have the account confiscated within the next 10 official working days. Since I have been unsuccessful in locating the relatives, I seek your consent to present you as the {NEXT OF KIN} of the decease since you are a foreigner to suite the purpose of the transaction. We have agree to share the money as follows,. 60% to me and 30% to you, While 10% has been set aside for any incidental expenses that may come up during this transaction by both parties, including the phone bills, etc. Please, get in touch with me by my private email address to enable us to claim the fund immediately {[EMAIL]} I hope to hear from you soon. More importantly, you are strictly advice to send your reply to my Private and personal email address bellow for security and confidential reason [EMAIL] Thanks and God bless BARRISTER DONATUS OKOBI PLEASE REPLY ME ON MY ALLTERNATIVE EMAIL:[EMAIL]",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transaction|deposit|security|code,,call_phone,contact_request,True,hxxp://www[.]thestate[.]com/mld/state/4904572[.]htm,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.984003977,phishing,call_number,security_update,"boa, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-1c70880a44170bbf,"Account Security Message Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry out multiple purchases has been declined. Please kindly login your account and update your security information to protect your card account from any further infomation leak and fraudulent activities. IMPORTANT INFORMATION ABOUT View in Browser Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry out multiple purchases has been declined. Please kindly login your account and update your security information to protect your card account from any further infomation leak and fraudulent activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|card|credit|security|login,,verify_account,account_verification,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.895490061,phishing,verify_account,suspicious_activity,"chase, credit union",no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-3be7e30273543fed,"Save on your drugs with us RIGHT NOW! of God, which is in Christ Jesus our Lord', who of God is Without referring you to the context, I shall from the words,torments, and so must have continued for ever, had we shut Had any of us purchased a slave at a most expensive rate, and altogether Christians.God's dear Son! To put off the old man, which is corrupt, and so holy, yet we cannot, on account of that, hope for dwell in him, and he in them; they are led by the Spirit, and wrought within them. Whatever they may pretend to, since wrought in us: to this, and not to the light within, or any thing Rodney Plummer",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account,,unknown,unknown,False,,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.74172715,phishing,unknown,generic_bank_alert,chase,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-ec9c76c64f77bcc2,"URGENT/CONFIDENTIAL . From Frank Koff. ABIDJAN COTE D' IVOIRE. [EMAIL] DEAREST ONE , PERMIT ME TO INFORM YOU OF MY DESIRE OF GOING INTO BUSINESS RELATIONSHIP WITH YOU. I GOT YOUR NAME AND CONTACT FROM THE IVOIRIAN CHAMBER OF COMMERCE AND INDUSTRY. I PRAYED OVER IT AND SELECTED YOUR NAME AMOUNG OTHER NAMES DUE TO IT'S ESTEEMING NATURE AND THE RECOMMENDATIONS GIVEN TO ME AS A REPUTABLE AND TRUSWORTHY PERSON I CAN DO BUSINESS WITH AND BY THEIR RECOMMENDATIONS I MUST NOT HESISTATE TO CONFIDE IN YOU FOR THIS URGENT BUSINESS. I AM Frank Koff., THE ONLY CHILD OF LATE MR AND MRS.PATRICK KOFF, MY FATHER WAS A VERY WEALTHY COCOA MERCHANT BASED IN ABIDJAN, THE ECONOMIC CAPITAL OF IVORY COAST BEFORE HE WAS POISONED TO DEATH BY HIS BUSINESS ASSOCIATES ON ONE OF THEIR OUTING TO DISCUSS A BUSINESS.WHEN MY MOTHER DIED ON THE 21ST OCTOBER 1984, MY FATHER TOOK ME SO SPECIAL BECAUSE I AM MOTHERLESS, BEFORE THE DEATH OF MY FATHER ON 29TH JUNE 2000 IN A PRIVATE HOSPITAL HERE IN ABIDJAN. HE SECRETLY CALLED ME ON HIS BEDSIDE AND TOLD ME THAT HE HAS A SUM OF US$11.500,000 (ELEVEN MILLION FIVE HUNDRED THOUSAND UNITED STATES DOLLARS) LEFT IN A SUSPENCE ACCOUNT IN A LOCAL BANK HERE IN ABIDJAN, THAT HE USED MY NAME AS HIS ONLY SON FOR THE NEXT OF KIN IN DEPOSIT OF THE FUND. HE ALSO EXPLAINED TO ME THAT IT WAS BECAUSE OF THIS WEALTH THAT HE WAS POISONED BY HIS BUSINESS ASSOCIATES. THAT I SHOULD SEEK FOR A FOREIGN PARTNER IN A COUNTRY OF MY CHOICE WHERE I WILL TRANSFER THIS MONEY AND USE IT FOR INVESTMENT PURPOSE WITH REST OF OUR FAMILY, (SUCH AS REAL ESTATE MANAGEMENT). DEAR, I AM HONOURABLY SEEKING YOUR ASSISTANCE IN THE FOLLOWING WAYS. (1. TO PROVIDE A BANK ACCOUNT WHERE THIS MONEY WOULD BE TRANSFERRED TO (.2)TO SERVE AS THE GUARDIAN OF THIS FUND BECAUSE OF MY LOW EXPERIENCE IN THE BUSINESS WORLD AND IN OTHER NOT TO LOSE THIS MONEY? COUPLED WITH MY AGE. I AM 24 YEARS OLD (.3)TO MAKE ARRANGEMENT FOR ME TO COME OVER TO YOUR COUNTRY AFTER THE MONEY HAS BEEN TRANSFERRED. HOWEVER, DEAR, I HAVE ACCEPTED TO OFFER YOU 10% OF THE TOTAL SUM AS COMPENSATION FOR YOUR EFFORT/INPUT AFTER THE SUCCESSFUL TRANSFER OF THIS MONEY TO YOUR ACCOUNT OVERSEAS. FURTHERMORE, YOU CAN INDICATE YOUR OPTION TOWARDS ASSISTING ME AS I BELIEVE THAT THIS TRANSACTION WOULD BE CONCLUDED WITHIN SEVEN (7) DAYS YOU SIGNIFY YOUR INTEREST TO ASSIST ME. ANTICAIPTING TO HEAR FROM YOU SOON. THANKS AND GOD BLESS FRANK KOFFI --------------------------------- Don't miss important emails - get alerted on your phone when new Yahoo! Mail arrives.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transaction|transfer|deposit,,transfer_money,financial_transfer,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.960060086,phishing,call_number,security_update,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-51ded6345e9a9e8a,"THANKS Dear Friend, I am Mrs Catherine Schole, Auditing Assistant in a Bank here in londonwith branches all over europe. I have urgent and very confidentialbusiness proposition for you. In my department, I discovered an abandoned sum of $6.2 million usdollars (six million two hundred thousand united state dollars) in anaccount that belongs to one of our foreign customers an Americanwho unfortunately lost his life in the plane crash of Alaska AirlinesFlight 261 which crashed on January 31 2000, including his wife andonly daughter.Visiting site at: hxxp://www[.]cnn[.]com/2000/US/02/01/alaska[.]airlines[.]list/ Unfortunately I learnt that his supposed next of kin being his only Daughter died along with him in the plane crash leaving nobody with the Knowledge of this fund behind for the claim. This sum of US$6,200,000.00 is still sitting in our branch bankand the interest is being rolled over with the principal sum at the end of each year. According to Laws of the bank, at the expiration of 5 (five)years, the money will revert to the ownership of the Governmentif nobody applies to claim the fund. Consequently, i will like you as a foreigner to stand in as the next of kin . I need your full name and address for the attorney to prepare the necessary documents and affidavits that will put you in place as the next of kin. The money will be paid into your account for us to share in the ratio of 70% for me and 30% for you. Awaiting your urgent reply via my personal email: [EMAIL] Phone number [PHONE] Thanks and regards, Mrs Catherine Schole. Thanks! Visit MSN Holiday Challenge for your chance to win up to $50,000 in Holiday cash from MSN today!",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account,,call_phone,contact_request,True,hxxp://www[.]cnn[.]com/2000/US/02/01/alaska[.]airlines[.]list/,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.939651916,phishing,click_link,generic_bank_alert,"discover, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-a8f87b65d78c930d,"[EMAIL] PayPal Secure Dear Client, It looks like someone else may have access to your account. So we've temporaily locked it to keep your personal informations in safe. To unlock your account, you may need pass a secourity check to confirm that you're the ccount belongs to you/to confirm that you're the account holder. Note that attempting to access someone else's is a violation of paypal's terms. it may also be illegal. You can restore your account by clicking on the link below : Click Here | Help | Contact | Fees | Security | Apps | Shop | Ebay | Secure If you need help or have any questions, call us at [PHONE], 7:00 WIB to 21:00 WIB from Monday to Friday, 8:00 WIB to 17:00 WIB from Saturday to Sunday",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|security|locked|PayPal,PayPal,verify_account,account_verification,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.804804269,phishing,click_link,account_locked,paypal,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-2be88f7463d355a7,"Your Prepaid Visa This Card is issued by Four Oaks Bank & Trust Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. ______________________________________________________ To stop receiving emails, click here",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|card,,unknown,unknown,False,,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.669974106,phishing,click_link,generic_bank_alert,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-452df9fa3ed8a5a0,"assistance ATTN: PRESIDENT/CEO. DEAR SIR/MADAM, I am Mr. GABRIEL MEDEI, Bank Manager {Hillbrow Branch} of Amalgamated Bank Of South Africa {ABSA}. I got your email contact, in my search for a trusted partner, who will assist me with this confidential business proposal. Mr. Stev Jam made a numbered times (Fixed) deposited for twelve calendar months, valued at US$25,000.00 (twethy- five Million US Dollars) in my branch. Upon maturity, I sent a routine notification to his forwarding address but got no reply. After a month, we sent a reminder and finally we discovered from his contract employers, National Mining Corporation that Mr. Stev Jam died from an auto accident. On further investigation, I found out that he did not leave a WILL and all attempts to trace his next of kin were fruitless. I therefore made further investigation and discovered that Mr. Stev Jam did not declare any next of kin in all his official documents, including his Bank Deposit paperwork. This sum of US$25 M is still sitting in the Bank and the interest is being rolled over with the principal sum at every end of each year. No one has come forward to claim it. According to the South African Law, at the expiration of 6{Six} years, the money will devert to the ownership of the South African Government ,if nobody applies to claim the funds. Consequently, my proposal is that I will like you as a foreigner to stand in as the next of kin to Mr. Stev Jam so that the fruits of this old man's labor will not get into the hands of some corrupt government officials. ; This is simple ( 1) I shall employ the services of an attorney for drafting and obtaining the necessary documents and letter of probate/administration in your favor for the transfer. (2) A bank account in any part of the world, which you provide, will then facilitate the transfer of this money to you as the beneficiary/next of kin of Mr. Stev Jam. The money will be paid into your account for us to share in the ratio of 60% for me and 35%[US$8,750,000:00 DOLLARS] for you then 5% will be set aside for any expenses that may occur during the transfer process. There is no risk at all as the attorney and my position will do all the paperwork for this transaction as the Branch Manager guarantees the successful execution of this transaction. If you are interested, please reply immediately via my email address. Upon your response shall then provide you with more details for the successful accomplishment of this transaction. Please observe utmost confidentiality, and be rest assured that this transaction would be most profitable for both of us because I shall require your assistance to invest my share in your country. Awaiting your urgent reply Thanks and regards Mr. GABRIEL MEDEI",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transaction|transfer|deposit,,transfer_money,financial_transfer,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.942160701,phishing,reply_with_code,invoice_or_payment,"discover, bank",no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-b19ba47ebf9bb7d8,"ASSALAM-U-ALAIKUM REPLY URGENT Mr ABDUL MUSAThe Manager of Audit & Accountancy Dept.African Development Bank/ADB.Ouagadougou, Burkina-Faso. ( READ CAREFULLY AND KEEP SECRET) Greeting, and how are you doing?I hope fine.Please let this my message do not be a surprise to you because i got your information and lay trust in you before i contacted you.I am the MANAGER OF AUDIT & ACCOUNTANCY DEPARTMENT of our bank and i decided to contact you over this financial transaction worth the sum of TWENTY TWO MILLION,THREE HUNDRED THOUSAND UNITED STATES DOLLARS ($22,300,000.00).This is an abandoned fund that belongs to the one of our bank foreign customers who died along with his completely family on in a plane crash disaster. I was very fortune to came acroos the deceased file when i was arranging the old and abandoned customers files of in other to submit to the bank managements accordingly for documentation purposes.It is clearly stated in our BANKING FOREIGN POLICY and signed lawfully that if such fund remains unclaimed by the NEXT OF KIN till the period of SIX(6) years starting from the date when the beneficiary died, the money will be transferred into the BANK TREASURY as an unclaimed fund.Besides,it is not authorized by the law guiding our bank for a citizen of BURKINA FASO to make the claim of the fund. So the request of you as a foreigner is necessary to apply for the claim and transfer of the fund smoothly into your reliable bank account as the NEXT OF KIN to the deceased.When the fund is transferred into your account,FOURTY PERCENT(40%) will be for you in an assistance and in provision of the bank account,while SIXTY PERCENT (60%) will be for me. If you are really sure of your integerity, trustworthy and confidentiality,reply with your contact necessary for the transfer and call me as you so that i will let you know the steps to follow in order to finalize this transaction immediately.I will be waiting for your urgent reply. My regards to you and your family,Mr.ABDUL MUSA. _________________________________________________________________ Découvrez le blog Messenger Séries TV : infos, scoops, interviews et photos ! hxxp://blog-series-tv[.]spaces[.]live[.]com/",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transaction|transfer,,call_phone,contact_request,True,hxxp://blog-series-tv[.]spaces[.]live[.]com/,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.9478335,phishing,call_number,invoice_or_payment,"citi, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-cc9130edc4ffdfab,"Urgent& Confidential DEAR I AM MRS SUSSY ANDER KOLINGBA I SUBMITE MY LIFE TO YOU TACKLING OUR IMMEDIATELY PORBLEM IAM THE WIFE OF FORMER MILITARY HEAD OF STATE IN THE CENTERAL AFRICAN REPUBLIC,GENERAL ANDER KOLINGBA THE LEADER OF THE FAILED COUP IN CENTRAL AFRICAN,AM UNDER HIDING WITH MY SON PATRCIE WHICH I DONT WANT ENYBODY TO KNOW MY WAY ABOUT BEACUSE OF THE RENENT INDISCRIMINIATE ARREST OF TOP MILITARY OFFICERS,MOSTLY FOR MY HUSBAND TRIBE WHICH WAS WIDELY REGARDED AS ANETHNIC VENDTA IN THE CENTRAL AFRICAN RUPEBLIC AND ON THE WORLD SERVICE,OF THAT MY FUTHER STAYING IN THE COUNTRY WHICH WILL NO LONGER SAVE,BEFORE THE COUP OF MY HUSBAND WERE IN WAST AFRICAN IVORY COAST,HE DEPOSITED (65)MILLION US DOLLARS IN GENERAL TRUST SUSPENSE ACCOUNT ON OUR BEHALF.NOW I WANT YOU TO ACT AS MY FORIEGN PARTANR WHOM WILL PROVIDE ACCOUNT TO TRASACFER THIS FOUND INTO YOUR BANK ACCOUNT IN YOUR COUNTRY TO BEE SAFE BECAUSE OF THE NEW GOVERMENT OF OUR COUNTRY IT IS ONLY OPPORTUNIG LEFT FOR ME TO TAKE CARE OF MY NOLY SON BEHIND BY MY HUSBAND AS CIRUMSTAMCES SURROUNDING HIS ARREST BY GOVERMENT TROOPS WAS NOT KNEW UP TILL NOW.DEAR I WILL SEND YOU ALL MY HUSBAND DOCUMENTS ESSURE IN THE BANK ON THE DAY OF DEPOSIT TO CONTACT THE BANK IMMEDTIATELY FOR CHANGING OF THE ONWERSHIP TRANSIFERING THE FUND INTO YOUR ACCOUNT,WE NEED YOUR FULL INFORMATION,here the informations. (1)YOU WILL ASSIST US TO GET YOUR COUNTRY VISA AFTER THE MONEY ARRIVE IN YOUR COUNTRY (2) YOU WILL ASSIST US TO BUY A GOOD ESTATE WHERE WE WILL INVESTE SOME OF THIS MONEY,AND ALSO GOOD COMPANY TO ESTERBELISH IN YOUR COUNTRY (3) YOU WILL ASSIST MY SON TO ADOULPT ADMISSION IN A GOOD UNIVERSITY OF HIGHER LEANING IN YOUR COUNTRY TO RESUME HIS EDUCATION AS SOON AS WE REACH THERE IN YOUR COUNTRY PLEASE(4)THE REMAIN BLANCE WILL BE USE AS YOU PLAN TO INVESTMENT FOR THE BETTERMENT YOURS.YOUR URGENT RESPOND NEEDED THANKS GOD BLESSED YOU . MRS SUSSY ANDER KOLINGBA ________________________________________ Crea la tshirt con il tuo nick! hxxp://www[.]mediasetshop[.]it/JumpyChat/",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|deposit,,reply,contact_request,True,hxxp://www[.]mediasetshop[.]it/JumpyChat/,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.939668757,phishing,unknown,generic_bank_alert,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-c78f2ce12651397e,"We Noticed Suspicious Activity - PayPal We Noticed Suspicious Activity Dear [EMAIL],We need your help resolving an issue with your account, Until you help us resolve this issue, We've temporarily limited what you can do with your account. What's goin on? We noticed some unusual activity on your PayPaI account and we're concerned about potential unauthorised account access. Confirm My Account Here's another way to remove limitation:1. Login Here to your PayPal account.2. Complete All steps to confirm your identity and your recent activity.3. Add or Confirm a Credit card. Sincerely,PayPaI Team Help | Security Centre © 2015 PayPaI Inc. All rights reserved. PayPaI is located at 2211 N. First St.,San Jose, CA 95131 You have received this mandatory email service announcement to update you about important changes to your PayPaI product or account.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|card|credit|security|suspicious|login|PayPal,PayPal,verify_account,account_verification,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.949465381,phishing,enter_credentials,suspicious_activity,paypal,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-5d26236cd30cebbf,"American Express: Urgent message, Please read! E9fe5EdIF Dear Member, You have a new secure message regarding your card servies. Visit our secure server below to read hxxps://nofyerushalaim[.]com/americanexpress[.]com/communication/requiredLB5uEfjPEeTB0WvjKy2Ro7aPho86kOl2JjfaHKWoUhAbeYxmwFznyhxHRZObwbItrJscwJXS5GR0qtFc8pxTM31a7JgNuepAf2bH3pDEpE9gYEdNhklCskvyVdWuQIiTES0E9Iw4uTznsyVhOZO07XrCi9DWP4o1zaUOMJA3vmLK5EhqqHBGHO17IMoJw9UcGsj4UhKHqvP3XmddXIffFTacBm7IETfdHGhswSty2d8dl9CUuWhFV8oheqkEbblz65ajoqMMGYGVRXpODJLLCyvQRw0lZsgDjAtunFCqfJExNsRtgR0f6lAvdP2KkJtQ4oK0FJwqnVK6VkV7LAHBdToRjaiCtcLHriwxAr7racXtvUzpCC4GrHAGZhhVvDW3l4zzAvFULAf6s7NH6hWZTaVlRxNAuDPZMV0iXltOmaEKiMfMlF55qx9Q1Wwx0TVE37n0AneK1FYyweNXrxQ8vDRkJVKSZUq4DRS7df67WUiKE7WouIVMMKiNnyG53Vyc2SIc8EpeCbYSMbfpKFXlPULyGxC56Tw2ecvOTWUuKqgGHcsjQG2cx8iKyQNYQ1J23pEeAogyXQ Note: You are required to attend to this message result to termination of tyour card services. Thanks, American Express",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,card|American Express,American Express,unknown,unknown,True,hxxps://nofyerushalaim[.]com/americanexpress[.]com/communication/requiredLB5uEfjPEeTB0WvjKy2Ro7aPho86kOl2JjfaHKWoUhAbeYxmwFznyhxHRZObwbItrJscwJXS5GR0qtFc8pxTM31a7JgNuepAf2bH3pDEpE9gYEdNhklCskvyVdWuQIiTES0E9Iw4uTznsyVhOZO07XrCi9DWP4o1zaUOMJA3vmLK5EhqqHBGHO17IMoJw9UcGsj4UhKHqvP3XmddXIffFTacBm7IETfdHGhswSty2d8dl9CUuWhFV8oheqkEbblz65ajoqMMGYGVRXpODJLLCyvQRw0lZsgDjAtunFCqfJExNsRtgR0f6lAvdP2KkJtQ4oK0FJwqnVK6VkV7LAHBdToRjaiCtcLHriwxAr7racXtvUzpCC4GrHAGZhhVvDW3l4zzAvFULAf6s7NH6hWZTaVlRxNAuDPZMV0iXltOmaEKiMfMlF55qx9Q1Wwx0TVE37n0AneK1FYyweNXrxQ8vDRkJVKSZUq4DRS7df67WUiKE7WouIVMMKiNnyG53Vyc2SIc8EpeCbYSMbfpKFXlPULyGxC56Tw2ecvOTWUuKqgGHcsjQG2cx8iKyQNYQ1J23pEeAogyXQ,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.800829771,phishing,click_link,security_update,american express,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-1d63f7327fc2f0b8,"From Michael Jones (Contact Me Back If Interested) Dear Friend, I am Michael Jones; I was the credit manager of the SABANCI BANK LIMITED U.K. I have a proposal about a fixed deposit in the bank. Please contact me through email if you are interested. Thank you. Regards, Michael Jones.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|credit|deposit,,unknown,unknown,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.723671005,phishing,unknown,generic_bank_alert,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-108fa86c81d61f8b,"Foreign debit notification Dear customer Your card has been used for an online payment in the totalamount of R6,092.71 at ""Shezan Limited"" Because thistransaction was conducted from pakistan, we declined the transaction and temporarily deactivated your card. To reactivate your card please login hereand complete theStandard Banksecurity measures. No matter where you are, our fraud systems will monitor your account for suspicious and unauthorized transactions. Please keep your contact information up-to-date in the My Profile section of Online Banking in case we need to reach you. Regards Elite Banking Team Copyright Standard Bank. All rights reserved.Standard Bank of South Africa Limited (Reg. No. 1962/000738/06). Authorised financial services provider. Registered credit provider (NCRCP15).Disclaimer and confidentiality note:Everything in this email and any attachments relating to the official business of Standard Bank Group Limited is proprietary to the group.It is confidential, legally privileged and protected by law. Standard Bank does not own and endorse any other content.The person addressed in the email is the sole authorised recipient.Please n otify the sender immediately if it has unintentionally reached you and do not read disclose or use the content in any way.Standard Bank cannot assume that the integrity of this communication has been maintained nor that it is free of errors, virus, interception or interference.For ourprivacy policyor information about the Standard Bank group visit our website atwww[.]standardbank[.]co[.]za[.]",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|card|credit|debit|payment|transaction|fraud|suspicious|login,,click_link,link_navigation,True,www[.]standardbank[.]co[.]za,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.873537157,phishing,click_link,suspicious_activity,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-e896b87da418a6d7,"Capitalone Bank Dear Capital One Customer. Your Capital One Internet Banking account has been temporary suspended. We require you to Unlock your account Unlock Access. Sincerely, Capital One Security Department www[.]capitalone[.]com Dear Capital One Customer.Your Capital One Internet Banking account has been temporary suspended. We require you to Unlock your account Unlock Access.Sincerely,Capital One Security Department www[.]capitalone[.]com",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|security|suspended|Capital One,Capital One,verify_account,account_verification,True,www[.]capitalone[.]com|www[.]capitalone[.]com,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.818270077,phishing,unknown,security_update,"capital one, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
